song_id,title,artist,artist_id,genre,raw_genre,source_genre,tier,label_source,label_confidence,release_year,has_audio,has_lyrics,has_cover,is_full_multimodal,modality_pattern,physical_quality_status,audio_path,lyrics_path,cover_path,source_url,source_id
RMVM_S_1b83aaff43,Mưa Trong Lòng (DJ Future Remix),Trịnh Đình Quang,ART_00eb07d1b5,POP_BALLAD,nhạc trẻ,nhạc trẻ,TIER_A,deterministic_mapping,1.0,,False,False,True,False,COVER_ONLY,LEVEL_2_SINGLE_MODALITY,,,data/covers/RMVM_S_1b83aaff43.jpg,,ZZC0UIZ6
RMVM_S_98d2ba4086,Yêu Thầm Phía Sau Em (Beat),Lương Chấn Nam,ART_9527b71586,POP_BALLAD,v-pop,v-pop,TIER_A,deterministic_mapping,1.0,,False,False,True,False,COVER_ONLY,LEVEL_2_SINGLE_MODALITY,,,data/covers/RMVM_S_98d2ba4086.jpg,https://a128-z3.zmdcdn.me/68f939d0e474179b53882803614f0c91?authen=exp=1772900404~acl=/68f939d0e474179b53882803614f0c91*~hmac=52d55dab8d4a8baed32bcb78992b8cb1,ZWA7WZF6
RMVM_S_099fb5288b,Biển Mặn Tình Em,Thanh Vinh,ART_993f253972,BOLERO_TRUTINH,nhạc trữ tình,nhạc trữ tình,TIER_A,deterministic_mapping,1.0,,False,False,True,False,COVER_ONLY,LEVEL_2_SINGLE_MODALITY,,,data/covers/RMVM_S_099fb5288b.jpg,https://a128-z3.zmdcdn.me/6daffb9e482a526ae8e2a843d6cce509?authen=exp=1772548812~acl=/6daffb9e482a526ae8e2a843d6cce509*~hmac=d147794a8b39dde8acbfc5de0049584d,Z7UEIB8U
RMVM_S_c03e92531b,Xin Em Đừng Khóc Vu Quy (Version 2),"Shark Hùng Anh, Huỳnh Thật",ART_4cb50830e8,BOLERO_TRUTINH,nhạc trữ tình,nhạc trữ tình,TIER_A,deterministic_mapping,1.0,,False,False,True,False,COVER_ONLY,LEVEL_2_SINGLE_MODALITY,,,data/covers/RMVM_S_c03e92531b.jpg,https://a128-z3.zmdcdn.me/0396d3c45a52093840a7d9b7bd5ea1ee?authen=exp=1772548817~acl=/0396d3c45a52093840a7d9b7bd5ea1ee*~hmac=39e0a63f8853fb35005fabd0634f3217,Z77Z7FZD
RMVM_S_1a89a22057,Khúc Ca Mùa Đông,Dương Triệu Vũ,ART_40c6c237c0,INSTRUMENTAL,new age / world music,new age / world music,TIER_B,source_tag_verification,0.85,,False,False,True,False,COVER_ONLY,LEVEL_2_SINGLE_MODALITY,,,data/covers/RMVM_S_1a89a22057.jpg,https://a128-z3.zmdcdn.me/6c024851a7daf55a802a86d3e0a923f9?authen=exp=1772900407~acl=/6c024851a7daf55a802a86d3e0a923f9*~hmac=48e502ce169ed1780b38ff373cf7021e,ZWZABE09
RMVM_S_beb8fafe4e,Liên Khúc Ai Đưa Em Về - Mùa Thu Lá Bay,Bằng Cường,ART_92092d6cfb,RB_SOUL,r&b việt,r&b việt,TIER_A,deterministic_mapping,1.0,,False,False,True,False,COVER_ONLY,LEVEL_2_SINGLE_MODALITY,,,data/covers/RMVM_S_beb8fafe4e.jpg,https://a128-z3.zmdcdn.me/64746a74a953798c7cdf65552c8f9561?authen=exp=1772548853~acl=/64746a74a953798c7cdf65552c8f9561*~hmac=bceaf65037e11cf9b839219fddb87340,Z6ZIF9EO
RMVM_S_37ab32104a,Lk: Ướt Mi,Thanh Hà,ART_52aeafc1b7,POP_BALLAD,nhạc trẻ,nhạc trẻ,TIER_A,deterministic_mapping,1.0,,False,False,True,False,COVER_ONLY,LEVEL_2_SINGLE_MODALITY,,,data/covers/RMVM_S_37ab32104a.jpg,https://a128-z3.zmdcdn.me/e4d3b9787f454bf9b230c0ccf33f69c2?authen=exp=1772900643~acl=/e4d3b9787f454bf9b230c0ccf33f69c2*~hmac=f610046b8345ad9a721cf822ac12b24c,ZW6UACD0
RMVM_S_ea0274192f,Lạc Mất Nhau Rồi,"Đức Vinh, Đức Hiếu",ART_031b3618c6,BOLERO_TRUTINH,nhạc trữ tình,nhạc trữ tình,TIER_A,deterministic_mapping,1.0,,False,False,True,False,COVER_ONLY,LEVEL_2_SINGLE_MODALITY,,,data/covers/RMVM_S_ea0274192f.jpg,https://a128-z3.zmdcdn.me/f73df7c9dde45e825a00e8fd8cc32e4a?authen=exp=1772900652~acl=/f73df7c9dde45e825a00e8fd8cc32e4a*~hmac=613d1000ec1263f012bda798b97483c0,ZW9A8877
RMVM_S_a102219279,Cô Bé Mắt Nai,Cảnh Hàn,ART_94d4d7e8a0,POP_BALLAD,nhạc trẻ,nhạc trẻ,TIER_A,deterministic_mapping,1.0,,False,False,True,False,COVER_ONLY,LEVEL_2_SINGLE_MODALITY,,,data/covers/RMVM_S_a102219279.jpg,https://a128-z3.zmdcdn.me/abf248489cdc0b1ed5435cb77bdc3e7e?authen=exp=1772900654~acl=/abf248489cdc0b1ed5435cb77bdc3e7e*~hmac=5f5bfea23906e9fd76b7425f91b079bc,ZWZDO7EW
RMVM_S_013f09741f,Liên Khúc Trộm Nhìn Nhau,"Thái Trâm, Trương Huy",ART_7773330778,BOLERO_TRUTINH,nhạc trữ tình,nhạc trữ tình,TIER_A,deterministic_mapping,1.0,,False,False,True,False,COVER_ONLY,LEVEL_2_SINGLE_MODALITY,,,data/covers/RMVM_S_013f09741f.jpg,https://a128-z3.zmdcdn.me/9f8a96c87857e09977d5e21a99ec4a93?authen=exp=1772900656~acl=/9f8a96c87857e09977d5e21a99ec4a93*~hmac=b074b6a98a0ce0881e224fca880aa31b,ZW8IDZ8I
RMVM_S_aa2bf59378,Mưa Trong Mắt Em,Thu Phương,ART_4933834873,POP_BALLAD,nhạc trẻ,nhạc trẻ,TIER_A,deterministic_mapping,1.0,,False,False,True,False,COVER_ONLY,LEVEL_2_SINGLE_MODALITY,,,data/covers/RMVM_S_aa2bf59378.jpg,https://a128-z3.zmdcdn.me/2efccd6a604ee1ad6a31e33bd541717d?authen=exp=1772900657~acl=/2efccd6a604ee1ad6a31e33bd541717d*~hmac=8cad80deb1633c9109fc333e67a42a94,ZWZBEWAZ
RMVM_S_e1a43cb0b3,Xe Đạp Bốn Bánh,Bé Bào Ngư,ART_d278399f73,CHILDREN,nhạc thiếu nhi,nhạc thiếu nhi,TIER_A,deterministic_mapping,1.0,,False,False,True,False,COVER_ONLY,LEVEL_2_SINGLE_MODALITY,,,data/covers/RMVM_S_e1a43cb0b3.jpg,https://a128-z3.zmdcdn.me/4a0c9362a0523c557929a2777bb3c021?authen=exp=1772900664~acl=/4a0c9362a0523c557929a2777bb3c021*~hmac=f488b6e77ea4dd8e67a0b1eeae097b34,ZW9CZE7I
RMVM_S_8ba424b284,Đời Còn Cô Đơn (Beat),Lê Công,ART_719722a539,BOLERO_TRUTINH,nhạc trữ tình,nhạc trữ tình,TIER_A,deterministic_mapping,1.0,,False,False,True,False,COVER_ONLY,LEVEL_2_SINGLE_MODALITY,,,data/covers/RMVM_S_8ba424b284.jpg,https://a128-z3.zmdcdn.me/c6cfdce13c91436bf60cf88c4b9ef78f?authen=exp=1772548912~acl=/c6cfdce13c91436bf60cf88c4b9ef78f*~hmac=d26f418c48ab5771a6001afc5f07b751,Z7BDAWU7
RMVM_S_4ef34f9c1b,Đêm Nghe Tiếng Mưa,Đan Kim,ART_753237ee8a,POP_BALLAD,nhạc trẻ,nhạc trẻ,TIER_A,deterministic_mapping,1.0,,False,False,True,False,COVER_ONLY,LEVEL_2_SINGLE_MODALITY,,,data/covers/RMVM_S_4ef34f9c1b.jpg,https://a128-z3.zmdcdn.me/e588589a34f86e29aac6355fb8d4044e?authen=exp=1772900661~acl=/e588589a34f86e29aac6355fb8d4044e*~hmac=efc62fe479d9715bef601c8b5c3b5eaa,ZW8087U8
RMVM_S_325b49258f,Anh Mê Vợ Bé,"Hà Thanh Tâm, Mỹ Hạnh",ART_5a935b2d35,POP_BALLAD,nhạc trẻ,nhạc trẻ,TIER_A,deterministic_mapping,1.0,,False,False,True,False,COVER_ONLY,LEVEL_2_SINGLE_MODALITY,,,data/covers/RMVM_S_325b49258f.jpg,https://a128-z3.zmdcdn.me/aa749a283b2355c9ec7f908345bc5e23?authen=exp=1772900663~acl=/aa749a283b2355c9ec7f908345bc5e23*~hmac=9562f39f98345360d93210a314e099d9,Z6B6BCOI
RMVM_S_b1f2e21740,Chuyện Bên Bờ Ao,"Bé Bào Ngư, Như Ý",ART_7500bc4ca0,CHILDREN,,,TIER_B,artist_discography_verification,0.85,,False,False,True,False,COVER_ONLY,LEVEL_2_SINGLE_MODALITY,,,data/covers/RMVM_S_b1f2e21740.jpg,https://a128-z3.zmdcdn.me/f056da87c53df3004083ebcb65a139ca?authen=exp=1772900667~acl=/f056da87c53df3004083ebcb65a139ca*~hmac=5d9c316ed2aeb2a2290fe6213eb24614,ZW67FA8C
RMVM_S_534f7807f9,Cướp Vợ,Ngũ Cung,ART_98aa258398,ROCK,,,TIER_B,artist_discography_verification,0.85,,False,False,True,False,COVER_ONLY,LEVEL_2_SINGLE_MODALITY,,,data/covers/RMVM_S_534f7807f9.jpg,https://a128-z3.zmdcdn.me/d94d0d08c7595899e1404d9724df5ed7?authen=exp=1772900672~acl=/d94d0d08c7595899e1404d9724df5ed7*~hmac=feb35ac9847fdb0c20051ffed6a18158,ZW6UBF7O
RMVM_S_b2d731df6c,Thầm Mang Ơn Anh,Trương Như Anh,ART_fe44284910,POP_BALLAD,nhạc trẻ,nhạc trẻ,TIER_A,deterministic_mapping,1.0,,False,False,True,False,COVER_ONLY,LEVEL_2_SINGLE_MODALITY,,,data/covers/RMVM_S_b2d731df6c.jpg,https://a128-z3.zmdcdn.me/62a54a68511dd84c8a2abcd228975df6?authen=exp=1772900672~acl=/62a54a68511dd84c8a2abcd228975df6*~hmac=aae6c068713b5399eab66e07c345d0ed,ZW8W8C7Z
RMVM_S_2fb4346c32,Tỉnh Giấc,Ngọc Liên,ART_c574883bb0,BOLERO_TRUTINH,nhạc trữ tình,nhạc trữ tình,TIER_A,deterministic_mapping,1.0,,False,False,True,False,COVER_ONLY,LEVEL_2_SINGLE_MODALITY,,,data/covers/RMVM_S_2fb4346c32.jpg,https://a128-z3.zmdcdn.me/2e032ee820fe3b3daed3de7e81259bb3?authen=exp=1772900675~acl=/2e032ee820fe3b3daed3de7e81259bb3*~hmac=abedaa240d184bae52369a65cb6f8325,ZW6A00WI
RMVM_S_4346b59fc4,Còn Thương Thì Không Để Em Khóc,Miu Lê,ART_ea6f9ba7a6,POP_BALLAD,nhạc trẻ,nhạc trẻ,TIER_A,deterministic_mapping,1.0,,False,False,True,False,COVER_ONLY,LEVEL_2_SINGLE_MODALITY,,,data/covers/RMVM_S_4346b59fc4.jpg,https://a128-z3.zmdcdn.me/50a4770a4eb1a29ccca1c24c786f8362?authen=exp=1772900224~acl=/50a4770a4eb1a29ccca1c24c786f8362*~hmac=c5e7831d1ba1d4bc4d4b7e87e4b71458,ZWCO6C7A
RMVM_S_ff2e13db98,Vũ Nữ Thân Gầy,Bùi Tuyết Mai,ART_ee032ff0d2,BOLERO_TRUTINH,nhạc trữ tình,nhạc trữ tình,TIER_A,deterministic_mapping,1.0,,False,False,True,False,COVER_ONLY,LEVEL_2_SINGLE_MODALITY,,,data/covers/RMVM_S_ff2e13db98.jpg,https://a128-z3.zmdcdn.me/e70113a771920b08ba88346da1bcce79?authen=exp=1772900681~acl=/e70113a771920b08ba88346da1bcce79*~hmac=d7736b55064846d9fd035e22570587e8,ZW9B9ZUW
RMVM_S_96b63185d3,Nỗi Buồn Khắc Tên Em (Beat),David Tuấn Anh,ART_ac1cbf128b,POP_BALLAD,nhạc trẻ,nhạc trẻ,TIER_A,deterministic_mapping,1.0,,False,False,True,False,COVER_ONLY,LEVEL_2_SINGLE_MODALITY,,,data/covers/RMVM_S_96b63185d3.jpg,https://a128-z3.zmdcdn.me/a521c8465eb366d3cb760d23d111f480?authen=exp=1772900691~acl=/a521c8465eb366d3cb760d23d111f480*~hmac=0a446b8944e0ce2789fc5d4cf236eed1,ZW7FOIIZ
RMVM_S_dffaa972d8,Ngày Tình Nhân Không Em,Nguyễn Phi Hùng,ART_8b396f08ea,POP_BALLAD,nhạc trẻ,nhạc trẻ,TIER_A,deterministic_mapping,1.0,,False,False,True,False,COVER_ONLY,LEVEL_2_SINGLE_MODALITY,,,data/covers/RMVM_S_dffaa972d8.jpg,https://a128-z3.zmdcdn.me/aa4b054de0de60ca4e855c09c670ec27?authen=exp=1772900686~acl=/aa4b054de0de60ca4e855c09c670ec27*~hmac=5a6cd6f46045cb2a16b5862abfa0245b,ZW7CA99Z
RMVM_S_e166a4c5d2,Đừng Xa Rời Nhau,Hoàng Lan,ART_c2caa94ac6,INSTRUMENTAL,new age / world music,new age / world music,TIER_B,source_tag_verification,0.85,,False,False,True,False,COVER_ONLY,LEVEL_2_SINGLE_MODALITY,,,data/covers/RMVM_S_e166a4c5d2.jpg,https://a128-z3.zmdcdn.me/14b1885de078a04ebc0e400cf7c1e122?authen=exp=1772900695~acl=/14b1885de078a04ebc0e400cf7c1e122*~hmac=0fe597b5c1ede1d1fa6050bfe0ba0377,ZWZABB79
RMVM_S_d6ba468377,Kẻ Thất Bại Trong Tình Yêu,Hy Nam,ART_5ac87e7d15,POP_BALLAD,nhạc trẻ,nhạc trẻ,TIER_A,deterministic_mapping,1.0,,False,False,True,False,COVER_ONLY,LEVEL_2_SINGLE_MODALITY,,,data/covers/RMVM_S_d6ba468377.jpg,https://a128-z3.zmdcdn.me/f247ac957700bc2ae7f735c295e3ac35?authen=exp=1772549002~acl=/f247ac957700bc2ae7f735c295e3ac35*~hmac=9fee51b034beae71a7681a5751c982ca,ZZEEWI60
RMVM_S_20a8b6c1f1,"Đừng Yêu Nữa, Em Mệt Rồi (Ngôn Phi Remix)",Diijam Studio,ART_1abda07758,POP_BALLAD,nhạc trẻ,nhạc trẻ,TIER_A,deterministic_mapping,1.0,,False,False,True,False,COVER_ONLY,LEVEL_2_SINGLE_MODALITY,,,data/covers/RMVM_S_20a8b6c1f1.jpg,https://a128-z3.zmdcdn.me/3a1492cb0baa80c322129923c69c1e47?authen=exp=1772549002~acl=/3a1492cb0baa80c322129923c69c1e47*~hmac=c8880d7f54c163563e19d3188f6af0f3,Z7BZ9D9A
RMVM_S_5361de113d,4 Mùa Thương Em (TikTok Speed Up Version),"Nguyễn Lê Hoàng Anh, Lập Nguyên, Nguyễn Hoàng Anh Official",ART_12ec76ddf7,POP_BALLAD,v-pop,v-pop,TIER_A,deterministic_mapping,1.0,,False,False,True,False,COVER_ONLY,LEVEL_2_SINGLE_MODALITY,,,data/covers/RMVM_S_5361de113d.jpg,https://a128-z3.zmdcdn.me/70a00d95e417a46229e441f5d76fe3bf?authen=exp=1772549006~acl=/70a00d95e417a46229e441f5d76fe3bf*~hmac=bb3c4428706b87c5b36da672692ed32f,Z6COO7WC
RMVM_S_46f5ddf51f,Chọn Cách Cô Đơn (Beat),Vân Du,ART_a948da70c9,POP_BALLAD,nhạc trẻ,nhạc trẻ,TIER_A,deterministic_mapping,1.0,,False,False,True,False,COVER_ONLY,LEVEL_2_SINGLE_MODALITY,,,data/covers/RMVM_S_46f5ddf51f.jpg,https://a128-z3.zmdcdn.me/e31579cf87971348deae14755b851f17?authen=exp=1772900697~acl=/e31579cf87971348deae14755b851f17*~hmac=5636276d655c5cb1bc2c3aa7933f40b2,ZW9BUUA9
RMVM_S_eedb13bbfa,Em Chỉ Là Giấc Mộng,Hà Thanh Xuân,ART_b36e43100c,BOLERO_TRUTINH,nhạc trữ tình,nhạc trữ tình,TIER_A,deterministic_mapping,1.0,,False,False,True,False,COVER_ONLY,LEVEL_2_SINGLE_MODALITY,,,data/covers/RMVM_S_eedb13bbfa.jpg,https://a128-z3.zmdcdn.me/54d54fb75a035d44114a4f12f2244a57?authen=exp=1772900709~acl=/54d54fb75a035d44114a4f12f2244a57*~hmac=472fe2ba14ad8917e8bd7e413e3fb804,ZW786AOA
RMVM_S_baa7c878a1,Bài Valse Buồn Cho Em,Thu Minh,ART_cddf8d82c0,BOLERO_TRUTINH,nhạc trữ tình,nhạc trữ tình,TIER_A,deterministic_mapping,1.0,,False,False,True,False,COVER_ONLY,LEVEL_2_SINGLE_MODALITY,,,data/covers/RMVM_S_baa7c878a1.jpg,https://a128-z3.zmdcdn.me/4985dd26a125e9ad7f0ae0745033b85f?authen=exp=1772900710~acl=/4985dd26a125e9ad7f0ae0745033b85f*~hmac=ddc98966524e901aa1a12b52acef0a95,ZW787ZB8
RMVM_S_5dd6c9c607,Em Ra Đi Mùa Thu,Thu Phương,ART_4933834873,BOLERO_TRUTINH,nhạc trữ tình,nhạc trữ tình,TIER_A,deterministic_mapping,1.0,,False,False,True,False,COVER_ONLY,LEVEL_2_SINGLE_MODALITY,,,data/covers/RMVM_S_5dd6c9c607.jpg,https://a128-z3.zmdcdn.me/f865d25a773ef3bf00dd5b90cc57c998?authen=exp=1772900719~acl=/f865d25a773ef3bf00dd5b90cc57c998*~hmac=c4be199d1789cd34756b3502d2378e8e,ZWZBEWEW
RMVM_S_0221532bd3,Mặt Trời Nơi Mùa Đông,Khánh Phương,ART_a36111936d,POP_BALLAD,nhạc trẻ,nhạc trẻ,TIER_A,deterministic_mapping,1.0,,False,False,True,False,COVER_ONLY,LEVEL_2_SINGLE_MODALITY,,,data/covers/RMVM_S_0221532bd3.jpg,https://a128-z3.zmdcdn.me/3c93d24401008a4002519135e64e4bea?authen=exp=1772900716~acl=/3c93d24401008a4002519135e64e4bea*~hmac=ba0ec70a38b9485980c5363df67e1f2e,ZWZB8FOI
RMVM_S_281c71ff87,Tình Nghèo,"Huỳnh Thanh Thảo, Lý Công",ART_c537fdb1a1,BOLERO_TRUTINH,nhạc trữ tình,nhạc trữ tình,TIER_A,deterministic_mapping,1.0,,False,False,True,False,COVER_ONLY,LEVEL_2_SINGLE_MODALITY,,,data/covers/RMVM_S_281c71ff87.jpg,https://a128-z3.zmdcdn.me/3d7601159fdb442ba83726ff4739cef7?authen=exp=1772900721~acl=/3d7601159fdb442ba83726ff4739cef7*~hmac=99f8b10767f69c71f97181f1e84a3880,ZW78AIW7
RMVM_S_10f2a072c4,Ngôi Sao Của Lòng Anh,Lý Hải,ART_694bbc639d,POP_BALLAD,nhạc trẻ,nhạc trẻ,TIER_A,deterministic_mapping,1.0,,False,False,True,False,COVER_ONLY,LEVEL_2_SINGLE_MODALITY,,,data/covers/RMVM_S_10f2a072c4.jpg,https://a128-z3.zmdcdn.me/d4962942bf314522bdfd7c52d15316da?authen=exp=1772900723~acl=/d4962942bf314522bdfd7c52d15316da*~hmac=8ccaea76c136544ff9a595f540b2a9a7,ZW6OW60E
RMVM_S_319395d65c,Đánh Rơi Yêu Thương,Minh Tài,ART_b4099ff934,POP_BALLAD,nhạc trẻ,nhạc trẻ,TIER_A,deterministic_mapping,1.0,,False,False,True,False,COVER_ONLY,LEVEL_2_SINGLE_MODALITY,,,data/covers/RMVM_S_319395d65c.jpg,https://a128-z3.zmdcdn.me/be8fa6a7f0126f74407d5bc9e8fda02f?authen=exp=1772900726~acl=/be8fa6a7f0126f74407d5bc9e8fda02f*~hmac=b61df3546ee91b13cc94097a6ffa522e,ZWAEI9I6
RMVM_S_78ab93b47f,Chiếc Sport Của Tôi,Lâm Trí Hải,ART_392482d74a,POP_BALLAD,nhạc trẻ,nhạc trẻ,TIER_A,deterministic_mapping,1.0,,False,False,True,False,COVER_ONLY,LEVEL_2_SINGLE_MODALITY,,,data/covers/RMVM_S_78ab93b47f.jpg,https://a128-z3.zmdcdn.me/07bccb21546e7571a3d671b3bbff0498?authen=exp=1772900732~acl=/07bccb21546e7571a3d671b3bbff0498*~hmac=10cfcbc0cd7b9c3b1ccf60cdc141c112,ZWZEBF6Z
RMVM_S_f42e813a32,Nỗi Nhớ Cha,Ân Thiên Vỹ,ART_a7e34b8ed2,POP_BALLAD,nhạc trẻ,nhạc trẻ,TIER_A,deterministic_mapping,1.0,,False,False,True,False,COVER_ONLY,LEVEL_2_SINGLE_MODALITY,,,data/covers/RMVM_S_f42e813a32.jpg,https://a128-z3.zmdcdn.me/b5b181ea9d9a2bdae38d2dc8e861e702?authen=exp=1772900728~acl=/b5b181ea9d9a2bdae38d2dc8e861e702*~hmac=0e5f76ff5efee8c176e0696f8f85a5f9,Z79U6DWZ
RMVM_S_84848475d4,Em Về Trong Giấc Mơ,Bằng Cường,ART_92092d6cfb,POP_BALLAD,nhạc trẻ,nhạc trẻ,TIER_A,deterministic_mapping,1.0,,False,False,True,False,COVER_ONLY,LEVEL_2_SINGLE_MODALITY,,,data/covers/RMVM_S_84848475d4.jpg,https://a128-z3.zmdcdn.me/19a2dc0ea3eee1c7f428f5f253386531?authen=exp=1772900734~acl=/19a2dc0ea3eee1c7f428f5f253386531*~hmac=364d364f4ade17f320b0a658a99fe793,ZWZBOWDO
RMVM_S_cd9817e7b5,Kết Tóc Xe Duyên,Cao Minh,ART_e8f048a384,FOLK_TRADITIONAL,que huong,que huong,TIER_A,deterministic_mapping,1.0,,False,False,True,False,COVER_ONLY,LEVEL_2_SINGLE_MODALITY,,,data/covers/RMVM_S_cd9817e7b5.jpg,https://a128-z3.zmdcdn.me/1da4c8bc9e36113f08942371965164d1?authen=exp=1772900733~acl=/1da4c8bc9e36113f08942371965164d1*~hmac=616637dfabb7c27d52bbaf8b092109a2,ZW78O8B6
RMVM_S_4c424ec6d6,Trả Lại Anh (Beat),Việt Vũ,ART_f85f54c820,BOLERO_TRUTINH,nhạc trữ tình,nhạc trữ tình,TIER_A,deterministic_mapping,1.0,,False,False,True,False,COVER_ONLY,LEVEL_2_SINGLE_MODALITY,,,data/covers/RMVM_S_4c424ec6d6.jpg,https://a128-z3.zmdcdn.me/6909d0ef87494e60bf9ab84d7416b973?authen=exp=1772549127~acl=/6909d0ef87494e60bf9ab84d7416b973*~hmac=a2788833cab26365ca9cf633fa6d4124,ZW6U96OU
