song_id,title,artist,artist_id,genre,raw_genre,source_genre,tier,label_source,label_confidence,release_year,has_audio,has_lyrics,has_cover,is_full_multimodal,modality_pattern,physical_quality_status,audio_path,lyrics_path,cover_path,source_url,source_id,release_year_clean,split
RMVM_MB_6db3eb9f8d,Hoa Ban trắng,Bức Tường,ART_376d48d912,ROCK,rock,rock,TIER_B,musicbrainz_artist_discography,0.85,2010.0,False,False,False,False,NONE,LEVEL_1_METADATA_ONLY,,,,https://musicbrainz.org/recording/4508c165-8f93-4370-8eca-a38e503baeae,4508c165-8f93-4370-8eca-a38e503baeae,2010.0,train
RMVM_MB_384ab4ab25,Ngày khác,Bức Tường,ART_376d48d912,ROCK,rock,rock,TIER_B,musicbrainz_artist_discography,0.85,2010.0,False,False,False,False,NONE,LEVEL_1_METADATA_ONLY,,,,https://musicbrainz.org/recording/8ff91d1a-4bdb-4e9e-a14c-504cef66da6d,8ff91d1a-4bdb-4e9e-a14c-504cef66da6d,2010.0,train
RMVM_MB_e7b6832b18,Cô gái quàng khăn đỏ,Bức Tường,ART_376d48d912,ROCK,rock,rock,TIER_B,musicbrainz_artist_discography,0.85,2010.0,False,False,False,False,NONE,LEVEL_1_METADATA_ONLY,,,,https://musicbrainz.org/recording/10959b6e-cdf3-4bc7-81eb-4e2da2e7c9a1,10959b6e-cdf3-4bc7-81eb-4e2da2e7c9a1,2010.0,train
RMVM_MB_3425fd35a2,Cho bước chân em đi,Bức Tường,ART_376d48d912,ROCK,rock,rock,TIER_B,musicbrainz_artist_discography,0.85,2010.0,False,False,False,False,NONE,LEVEL_1_METADATA_ONLY,,,,https://musicbrainz.org/recording/8f566d3c-2ae7-4994-a9cd-e739005fd649,8f566d3c-2ae7-4994-a9cd-e739005fd649,2010.0,train
RMVM_MB_1e5eec8ae1,Cơn mưa hoang dã (reload),Bức Tường,ART_376d48d912,ROCK,rock,rock,TIER_B,musicbrainz_artist_discography,0.85,2003.0,False,False,False,False,NONE,LEVEL_1_METADATA_ONLY,,,,https://musicbrainz.org/recording/c745d85f-ac7a-4068-89f6-23305f728977,c745d85f-ac7a-4068-89f6-23305f728977,2003.0,train
RMVM_MB_ccbaa35021,Người mộng du,Bức Tường,ART_376d48d912,ROCK,rock,rock,TIER_B,musicbrainz_artist_discography,0.85,2004.0,False,False,False,False,NONE,LEVEL_1_METADATA_ONLY,,,,https://musicbrainz.org/recording/81d088a2-a3fa-4f8e-a072-be4bba07bd2c,81d088a2-a3fa-4f8e-a072-be4bba07bd2c,2004.0,train
RMVM_MB_fb505159f5,Giọt đắng,Bức Tường,ART_376d48d912,ROCK,rock,rock,TIER_B,musicbrainz_artist_discography,0.85,2002.0,False,False,False,False,NONE,LEVEL_1_METADATA_ONLY,,,,https://musicbrainz.org/recording/1724f4fb-54a8-43fc-9d06-aed15f071327,1724f4fb-54a8-43fc-9d06-aed15f071327,2002.0,train
RMVM_MB_11dd0fc413,Bão đêm,Microwave,ART_6cfaeb6caa,ROCK,rock,rock,TIER_B,musicbrainz_artist_discography,0.85,2005.0,False,False,False,False,NONE,LEVEL_1_METADATA_ONLY,,,,https://musicbrainz.org/recording/93e9e1b3-7783-4ee6-b51f-3b79120768d5,93e9e1b3-7783-4ee6-b51f-3b79120768d5,2005.0,train
RMVM_MB_3dc4064ccc,Sói,Microwave,ART_6cfaeb6caa,ROCK,rock,rock,TIER_B,musicbrainz_artist_discography,0.85,2005.0,False,False,False,False,NONE,LEVEL_1_METADATA_ONLY,,,,https://musicbrainz.org/recording/e7cbc19a-0fcf-42f2-99f9-51a538acd84d,e7cbc19a-0fcf-42f2-99f9-51a538acd84d,2005.0,train
RMVM_MB_16b8db6cfd,Hạt cát,Microwave,ART_6cfaeb6caa,ROCK,rock,rock,TIER_B,musicbrainz_artist_discography,0.85,2009.0,False,False,False,False,NONE,LEVEL_1_METADATA_ONLY,,,,https://musicbrainz.org/recording/39e959d7-812e-4c4d-a870-ed98348ee3fe,39e959d7-812e-4c4d-a870-ed98348ee3fe,2009.0,train
RMVM_MB_927c477882,Người mẹ,Microwave,ART_6cfaeb6caa,ROCK,rock,rock,TIER_B,musicbrainz_artist_discography,0.85,2009.0,False,False,False,False,NONE,LEVEL_1_METADATA_ONLY,,,,https://musicbrainz.org/recording/cadb4ca8-a1f9-418d-8388-e8c728a69d6e,cadb4ca8-a1f9-418d-8388-e8c728a69d6e,2009.0,train
RMVM_MB_3b51534a86,Khúc xuân thịnh vượng,Microwave,ART_6cfaeb6caa,ROCK,rock,rock,TIER_B,musicbrainz_artist_discography,0.85,2016.0,False,False,False,False,NONE,LEVEL_1_METADATA_ONLY,,,,https://musicbrainz.org/recording/a0e6f99e-23f3-4492-9017-62f6033cb4fb,a0e6f99e-23f3-4492-9017-62f6033cb4fb,2016.0,train
RMVM_MB_42b0b598b2,Chung một con đường,Microwave,ART_6cfaeb6caa,ROCK,rock,rock,TIER_B,musicbrainz_artist_discography,0.85,2016.0,False,False,False,False,NONE,LEVEL_1_METADATA_ONLY,,,,https://musicbrainz.org/recording/3eee1eb5-f331-42cc-aef9-1fbd535cd6fd,3eee1eb5-f331-42cc-aef9-1fbd535cd6fd,2016.0,train
RMVM_MB_6e3a14d2ea,Đừng,Microwave,ART_6cfaeb6caa,ROCK,rock,rock,TIER_B,musicbrainz_artist_discography,0.85,2016.0,False,False,False,False,NONE,LEVEL_1_METADATA_ONLY,,,,https://musicbrainz.org/recording/f591ccbb-395d-402a-84bb-bae189a673ae,f591ccbb-395d-402a-84bb-bae189a673ae,2016.0,train
RMVM_MB_85ad7f047b,Grass Stains,Microwave,ART_6cfaeb6caa,ROCK,rock,rock,TIER_B,musicbrainz_artist_discography,0.85,2015.0,False,False,False,False,NONE,LEVEL_1_METADATA_ONLY,,,,https://musicbrainz.org/recording/f1baf148-c6ac-49c7-bcfb-696d1741c0c7,f1baf148-c6ac-49c7-bcfb-696d1741c0c7,2015.0,train
RMVM_MB_1808dbb3ef,Photos,Unlimited,ART_958f470d0b,ROCK,rock,rock,TIER_B,musicbrainz_artist_discography,0.85,2009.0,False,False,False,False,NONE,LEVEL_1_METADATA_ONLY,,,,https://musicbrainz.org/recording/7ab9b08f-27ba-4fe3-bf44-758d1cfecd96,7ab9b08f-27ba-4fe3-bf44-758d1cfecd96,2009.0,train
RMVM_MB_75d1f145dc,Phantom of the Opera,Unlimited,ART_958f470d0b,ROCK,rock,rock,TIER_B,musicbrainz_artist_discography,0.85,2009.0,False,False,False,False,NONE,LEVEL_1_METADATA_ONLY,,,,https://musicbrainz.org/recording/68eca4d5-1fd9-44d1-88a9-62b21a94b1d7,68eca4d5-1fd9-44d1-88a9-62b21a94b1d7,2009.0,train
RMVM_MB_d984b71758,Tái sinh,Unlimited,ART_958f470d0b,ROCK,rock,rock,TIER_B,musicbrainz_artist_discography,0.85,2009.0,False,False,False,False,NONE,LEVEL_1_METADATA_ONLY,,,,https://musicbrainz.org/recording/5fd4fbfe-82b5-42b6-b39a-3a48251ab67f,5fd4fbfe-82b5-42b6-b39a-3a48251ab67f,2009.0,train
RMVM_MB_d0de22364c,Sự cứu chuộc,Unlimited,ART_958f470d0b,ROCK,rock,rock,TIER_B,musicbrainz_artist_discography,0.85,2009.0,False,False,False,False,NONE,LEVEL_1_METADATA_ONLY,,,,https://musicbrainz.org/recording/c57a9ba1-1562-4e39-af7f-7be5f0412d96,c57a9ba1-1562-4e39-af7f-7be5f0412d96,2009.0,train
RMVM_MB_ccd22c6627,Con đường ánh sáng,Unlimited,ART_958f470d0b,ROCK,rock,rock,TIER_B,musicbrainz_artist_discography,0.85,2009.0,False,False,False,False,NONE,LEVEL_1_METADATA_ONLY,,,,https://musicbrainz.org/recording/74e323fe-7881-43d0-9f40-e3ad393f1c0c,74e323fe-7881-43d0-9f40-e3ad393f1c0c,2009.0,train
RMVM_MB_9dfc3226e3,Sự sống,Unlimited,ART_958f470d0b,ROCK,rock,rock,TIER_B,musicbrainz_artist_discography,0.85,2009.0,False,False,False,False,NONE,LEVEL_1_METADATA_ONLY,,,,https://musicbrainz.org/recording/90389828-fec1-43ca-925d-e40396fc309b,90389828-fec1-43ca-925d-e40396fc309b,2009.0,train
RMVM_MB_a2884468a6,Nối vòng tay lớn,Unlimited,ART_958f470d0b,ROCK,rock,rock,TIER_B,musicbrainz_artist_discography,0.85,2007.0,False,False,False,False,NONE,LEVEL_1_METADATA_ONLY,,,,https://musicbrainz.org/recording/b8684893-498e-4f07-8e71-9b00bb11e00e,b8684893-498e-4f07-8e71-9b00bb11e00e,2007.0,train
RMVM_MB_9886c917b0,Wings of Destiny,Unlimited,ART_958f470d0b,ROCK,rock,rock,TIER_B,musicbrainz_artist_discography,0.85,2007.0,False,False,False,False,NONE,LEVEL_1_METADATA_ONLY,,,,https://musicbrainz.org/recording/8d9e1f08-67a9-4215-b89e-ef82e5869366,8d9e1f08-67a9-4215-b89e-ef82e5869366,2007.0,train
RMVM_MB_647acddcc3,Freak Stepper,Parasite,ART_d034010438,ROCK,rock,rock,TIER_B,musicbrainz_artist_discography,0.85,2003.0,False,False,False,False,NONE,LEVEL_1_METADATA_ONLY,,,,https://musicbrainz.org/recording/528a95e6-0c0c-4e1f-ac80-efc9ae0af447,528a95e6-0c0c-4e1f-ac80-efc9ae0af447,2003.0,train
RMVM_MB_e0af30fa68,"Money, Money, Money",Parasite,ART_d034010438,ROCK,rock,rock,TIER_B,musicbrainz_artist_discography,0.85,2000.0,False,False,False,False,NONE,LEVEL_1_METADATA_ONLY,,,,https://musicbrainz.org/recording/446918ae-f330-4953-a999-b1e380a3c2f7,446918ae-f330-4953-a999-b1e380a3c2f7,2000.0,train
RMVM_MB_c058c051cb,Untitled,Parasite,ART_d034010438,ROCK,rock,rock,TIER_B,musicbrainz_artist_discography,0.85,2000.0,False,False,False,False,NONE,LEVEL_1_METADATA_ONLY,,,,https://musicbrainz.org/recording/d962a120-8e89-442f-b66a-1bd3f577b78d,d962a120-8e89-442f-b66a-1bd3f577b78d,2000.0,train
RMVM_MB_e6ff0b2e7f,Big Up Yourself (Monkey Steak remix),Parasite,ART_d034010438,ROCK,rock,rock,TIER_B,musicbrainz_artist_discography,0.85,2005.0,False,False,False,False,NONE,LEVEL_1_METADATA_ONLY,,,,https://musicbrainz.org/recording/b1ffa095-41fd-4e45-a16b-3e5b0ebe5c5b,b1ffa095-41fd-4e45-a16b-3e5b0ebe5c5b,2005.0,train
RMVM_MB_bcdfcb9601,Mars,Cát,ART_3dfad4e24c,ROCK,rock,rock,TIER_B,musicbrainz_artist_discography,0.85,2004.0,False,False,False,False,NONE,LEVEL_1_METADATA_ONLY,,,,https://musicbrainz.org/recording/34136c15-5f4c-4865-8c1f-6b8ec9a56e23,34136c15-5f4c-4865-8c1f-6b8ec9a56e23,2004.0,train
RMVM_MB_38a28c964b,Dig,Cát,ART_3dfad4e24c,ROCK,rock,rock,TIER_B,musicbrainz_artist_discography,0.85,2009.0,False,False,False,False,NONE,LEVEL_1_METADATA_ONLY,,,,https://musicbrainz.org/recording/cf3daaca-32c3-41f6-9bf1-7fd41ea38982,cf3daaca-32c3-41f6-9bf1-7fd41ea38982,2009.0,train
RMVM_MB_5dc984b6de,Swamp Rat,Cát,ART_3dfad4e24c,ROCK,rock,rock,TIER_B,musicbrainz_artist_discography,0.85,2009.0,False,False,False,False,NONE,LEVEL_1_METADATA_ONLY,,,,https://musicbrainz.org/recording/6183ef57-6912-42a4-980a-6c2f5bd449b3,6183ef57-6912-42a4-980a-6c2f5bd449b3,2009.0,train
RMVM_MB_32827028b9,Drive a Desert Into a Brick Wall,Cát,ART_3dfad4e24c,ROCK,rock,rock,TIER_B,musicbrainz_artist_discography,0.85,2011.0,False,False,False,False,NONE,LEVEL_1_METADATA_ONLY,,,,https://musicbrainz.org/recording/cc418155-8dfc-47e7-a647-73e757b02a72,cc418155-8dfc-47e7-a647-73e757b02a72,2011.0,train
RMVM_MB_4ceced7f6f,Slime,Cát,ART_3dfad4e24c,ROCK,rock,rock,TIER_B,musicbrainz_artist_discography,0.85,2014.0,False,False,False,False,NONE,LEVEL_1_METADATA_ONLY,,,,https://musicbrainz.org/recording/b9f0ee25-fbe6-45fb-b6ff-2fb0bcdc91f9,b9f0ee25-fbe6-45fb-b6ff-2fb0bcdc91f9,2014.0,train
RMVM_MB_ab5a011d36,Heard Her Play,Cát,ART_3dfad4e24c,ROCK,rock,rock,TIER_B,musicbrainz_artist_discography,0.85,2010.0,False,False,False,False,NONE,LEVEL_1_METADATA_ONLY,,,,https://musicbrainz.org/recording/1637ee76-4f5b-44a0-9ebe-071eff136259,1637ee76-4f5b-44a0-9ebe-071eff136259,2010.0,train
RMVM_MB_eb649cd095,Trees,Cát,ART_3dfad4e24c,ROCK,rock,rock,TIER_B,musicbrainz_artist_discography,0.85,2014.0,False,False,False,False,NONE,LEVEL_1_METADATA_ONLY,,,,https://musicbrainz.org/recording/23059ca6-1437-4da3-be22-74130cbceb88,23059ca6-1437-4da3-be22-74130cbceb88,2014.0,train
RMVM_MB_6763930388,Romance,Cát,ART_3dfad4e24c,ROCK,rock,rock,TIER_B,musicbrainz_artist_discography,0.85,2011.0,False,False,False,False,NONE,LEVEL_1_METADATA_ONLY,,,,https://musicbrainz.org/recording/bb34b046-246a-4d9b-b7f3-8113dc698a49,bb34b046-246a-4d9b-b7f3-8113dc698a49,2011.0,train
RMVM_MB_46f8948093,Lão cô đơn,Gạt Tàn Đầy,ART_70c5640a4b,ROCK,rock,rock,TIER_B,musicbrainz_artist_discography,0.85,2006.0,False,False,False,False,NONE,LEVEL_1_METADATA_ONLY,,,,https://musicbrainz.org/recording/2b49a50b-e908-4834-a009-6460948c9f5c,2b49a50b-e908-4834-a009-6460948c9f5c,2006.0,train
RMVM_MB_e54010bd45,Lại một bài tình ca nữa,Gạt Tàn Đầy,ART_70c5640a4b,ROCK,rock,rock,TIER_B,musicbrainz_artist_discography,0.85,2006.0,False,False,False,False,NONE,LEVEL_1_METADATA_ONLY,,,,https://musicbrainz.org/recording/3bb7e176-37b5-4a99-b9af-b2ab10c61511,3bb7e176-37b5-4a99-b9af-b2ab10c61511,2006.0,train
RMVM_MB_e16c2b24ad,Phàn nàn,Gạt Tàn Đầy,ART_70c5640a4b,ROCK,rock,rock,TIER_B,musicbrainz_artist_discography,0.85,2006.0,False,False,False,False,NONE,LEVEL_1_METADATA_ONLY,,,,https://musicbrainz.org/recording/5913e094-24e5-43c5-b2f4-c920f1f6969d,5913e094-24e5-43c5-b2f4-c920f1f6969d,2006.0,train
RMVM_MB_89752f64c3,Chùm nho chín mọng,Gạt Tàn Đầy,ART_70c5640a4b,ROCK,rock,rock,TIER_B,musicbrainz_artist_discography,0.85,2006.0,False,False,False,False,NONE,LEVEL_1_METADATA_ONLY,,,,https://musicbrainz.org/recording/2d6d86e3-c6d4-4e22-a098-300036e8c5b2,2d6d86e3-c6d4-4e22-a098-300036e8c5b2,2006.0,train
RMVM_MB_651e9ccac7,Mứt,Gạt Tàn Đầy,ART_70c5640a4b,ROCK,rock,rock,TIER_B,musicbrainz_artist_discography,0.85,2006.0,False,False,False,False,NONE,LEVEL_1_METADATA_ONLY,,,,https://musicbrainz.org/recording/e16f2703-a7da-4edb-87ab-fc696ff4379e,e16f2703-a7da-4edb-87ab-fc696ff4379e,2006.0,train
RMVM_MB_c225a05602,Phở,Gạt Tàn Đầy,ART_70c5640a4b,ROCK,rock,rock,TIER_B,musicbrainz_artist_discography,0.85,2006.0,False,False,False,False,NONE,LEVEL_1_METADATA_ONLY,,,,https://musicbrainz.org/recording/07083cc4-7f83-46ef-830a-bba7b2074c54,07083cc4-7f83-46ef-830a-bba7b2074c54,2006.0,train
RMVM_MB_555580d0e8,Ngắn ngủi,Thủy Triều Đỏ,ART_fd95027341,ROCK,rock,rock,TIER_B,musicbrainz_artist_discography,0.85,2003.0,False,False,False,False,NONE,LEVEL_1_METADATA_ONLY,,,,https://musicbrainz.org/recording/fab0bddc-baee-4558-8076-13b9ac591713,fab0bddc-baee-4558-8076-13b9ac591713,2003.0,train
RMVM_MB_61b94d4ab1,Cái chết trắng,Thủy Triều Đỏ,ART_fd95027341,ROCK,rock,rock,TIER_B,musicbrainz_artist_discography,0.85,2006.0,False,False,False,False,NONE,LEVEL_1_METADATA_ONLY,,,,https://musicbrainz.org/recording/abb53e67-7726-4bca-b777-f1e07d9d7bd2,abb53e67-7726-4bca-b777-f1e07d9d7bd2,2006.0,train
RMVM_MB_0a14a18db9,Giây phút uyên ương,Thủy Triều Đỏ,ART_fd95027341,ROCK,rock,rock,TIER_B,musicbrainz_artist_discography,0.85,2006.0,False,False,False,False,NONE,LEVEL_1_METADATA_ONLY,,,,https://musicbrainz.org/recording/dd21d3e5-c36c-42f6-ac98-8307e0d08abc,dd21d3e5-c36c-42f6-ac98-8307e0d08abc,2006.0,train
RMVM_MB_2e41e7e67a,Nhịp sống,Thủy Triều Đỏ,ART_fd95027341,ROCK,rock,rock,TIER_B,musicbrainz_artist_discography,0.85,2006.0,False,False,False,False,NONE,LEVEL_1_METADATA_ONLY,,,,https://musicbrainz.org/recording/5ba2841d-ab39-4901-bd74-a6a361801290,5ba2841d-ab39-4901-bd74-a6a361801290,2006.0,train
RMVM_MB_a6bb6bbdb2,Nơi tuổi thơ tôi qua,Thủy Triều Đỏ,ART_fd95027341,ROCK,rock,rock,TIER_B,musicbrainz_artist_discography,0.85,2006.0,False,False,False,False,NONE,LEVEL_1_METADATA_ONLY,,,,https://musicbrainz.org/recording/44f70d58-49c3-4175-ad5e-3d2581159a80,44f70d58-49c3-4175-ad5e-3d2581159a80,2006.0,train
RMVM_MB_dde8f28c41,Đi nghỉ mát (instrumental),Thủy Triều Đỏ,ART_fd95027341,ROCK,rock,rock,TIER_B,musicbrainz_artist_discography,0.85,2006.0,False,False,False,False,NONE,LEVEL_1_METADATA_ONLY,,,,https://musicbrainz.org/recording/ffd1bbc3-31f2-40f3-895f-2b6a93b88965,ffd1bbc3-31f2-40f3-895f-2b6a93b88965,2006.0,train
RMVM_MB_b896fa9edf,Urban Vibe,Re-Cycle,ART_dffa896787,ROCK,rock,rock,TIER_B,musicbrainz_artist_discography,0.85,2001.0,False,False,False,False,NONE,LEVEL_1_METADATA_ONLY,,,,https://musicbrainz.org/recording/cba3add6-7ff4-4178-ad7c-6ace0709d826,cba3add6-7ff4-4178-ad7c-6ace0709d826,2001.0,train
RMVM_MB_6b9e6a3982,Cycle,Re-Cycle,ART_dffa896787,ROCK,rock,rock,TIER_B,musicbrainz_artist_discography,0.85,1997.0,False,False,False,False,NONE,LEVEL_1_METADATA_ONLY,,,,https://musicbrainz.org/recording/8d72d282-84be-443d-b6b5-9597868e7502,8d72d282-84be-443d-b6b5-9597868e7502,1997.0,train
