song_id,title,artist,artist_id,genre,raw_genre,source_genre,tier,label_source,label_confidence,release_year,has_audio,has_lyrics,has_cover,is_full_multimodal,modality_pattern,physical_quality_status,audio_path,lyrics_path,cover_path,source_url,source_id,split
RMVM_S_6f8b68b831,Bến Đợi Bơ Vơ,"Tuấn Sông Thu, To My",ART_bd616865bd,POP_BALLAD,nhạc trẻ,nhạc trẻ,TIER_A,deterministic_mapping,1.0,,False,True,False,False,LYRICS_ONLY,LEVEL_2_SINGLE_MODALITY,,data/lyrics/RMVM_S_6f8b68b831.txt,,https://a128-z3.zmdcdn.me/3fdc2171495fae65270cb07a19d2ab8b?authen=exp=1772908413~acl=/3fdc2171495fae65270cb07a19d2ab8b*~hmac=1facd3b4608e1cd12de340ad669c29d2,ZUWWWOA7,train
RMVM_S_70411c7989,Đau Trong Quá Khứ,Hồ Gia Khánh,ART_a2effaecdf,POP_BALLAD,nhạc trẻ,nhạc trẻ,TIER_A,deterministic_mapping,1.0,,False,True,False,False,LYRICS_ONLY,LEVEL_2_SINGLE_MODALITY,,data/lyrics/RMVM_S_70411c7989.txt,,https://a128-z3.zmdcdn.me/97a5db185aceef5e7e190b7a322afffb?authen=exp=1772903904~acl=/97a5db185aceef5e7e190b7a322afffb*~hmac=a6ec6a2d598b5b41a42db53a8deb7d33,ZW9D998I,train
RMVM_S_13a966b4ff,Mẹ Hãy Nắm Chặt Tay Con Đi,Khánh Duyên Singer,ART_6fc0dd6004,POP_BALLAD,v-pop,v-pop,TIER_A,deterministic_mapping,1.0,,False,True,False,False,LYRICS_ONLY,LEVEL_2_SINGLE_MODALITY,,data/lyrics/RMVM_S_13a966b4ff.txt,,https://a128-z3.zmdcdn.me/debebc25c094824038c36e6155736fc7?authen=exp=1772901155~acl=/debebc25c094824038c36e6155736fc7*~hmac=9ba1fbdf0e39da723e0ed4cf0f82877c,Z78IEB67,train
RMVM_S_9df26ba90f,Anh Không Quen Thiếu Em,CzEight,ART_7e640e67ee,POP_BALLAD,nhạc trẻ,nhạc trẻ,TIER_A,deterministic_mapping,1.0,,False,True,False,False,LYRICS_ONLY,LEVEL_2_SINGLE_MODALITY,,data/lyrics/RMVM_S_9df26ba90f.txt,,https://a128-z3.zmdcdn.me/87c3fa79ac8159e5e5bb4c7d4bf4afad?authen=exp=1772902221~acl=/87c3fa79ac8159e5e5bb4c7d4bf4afad*~hmac=55caaedfd225de415f58e6882c1e4ac0,ZZEEBA87,train
RMVM_S_d690d34589,Liên Khúc Khu Phố Ngày Xưa - Xa Người Mình Yêu,"Phi Nga, Star Online",ART_9549670c8c,POP_BALLAD,nhạc trẻ,nhạc trẻ,TIER_A,deterministic_mapping,1.0,,False,False,True,False,COVER_ONLY,LEVEL_2_SINGLE_MODALITY,,,data/covers/RMVM_S_d690d34589.jpg,https://a128-z3.zmdcdn.me/7f018f38774f3c752336fa2609bcaafa?authen=exp=1772550719~acl=/7f018f38774f3c752336fa2609bcaafa*~hmac=d6ae76afbe8efbc8b573d2dd45810fb0,Z6ICFFUU,train
RMVM_S_03224c7059,Bước Chân Em Về,Đức Thịnh,ART_383670474b,POP_BALLAD,nhạc trẻ,nhạc trẻ,TIER_B,deterministic_mapping,0.85,,False,False,False,False,NONE,LEVEL_1_METADATA_ONLY,,,,https://zingmp3.vn/bai-hat/Buoc-Chan-Em-Ve-PacaZyy/Z7C8AO0C.html,Z7C8AO0C,train
RMVM_S_70d58d4b47,Thanh Xuân Có Nhau,Rin,ART_dda9d52e8e,POP_BALLAD,v-pop,v-pop,TIER_A,deterministic_mapping,1.0,,False,True,False,False,LYRICS_ONLY,LEVEL_2_SINGLE_MODALITY,,data/lyrics/RMVM_S_70d58d4b47.txt,,https://a128-z3.zmdcdn.me/3580521995b9c3546fbf80b5b867bcf6?authen=exp=1772903579~acl=/3580521995b9c3546fbf80b5b867bcf6*~hmac=3a411e855dbf267e54651ab8ec322282,ZUZBDC09,train
RMVM_S_4a18af78d0,Anh Sợ Mất Em (Remix),The Men,ART_bbb595b853,POP_BALLAD,nhạc trẻ,nhạc trẻ,TIER_A,deterministic_mapping,1.0,2015.0,False,True,False,False,LYRICS_ONLY,LEVEL_2_SINGLE_MODALITY,,data/lyrics/RMVM_S_4a18af78d0.txt,,https://a128-z3.zmdcdn.me/dfd49d0b9a42eda1039356f9cf9f71d5?authen=exp=1772907199~acl=/dfd49d0b9a42eda1039356f9cf9f71d5*~hmac=f43e02ad89b9f5f2292e28502ae6cf2a,Z688ZFAO,train
RMVM_S_ae039d072b,Mashup Buồn Thất Tình,Nhiều nghệ sĩ,ART_736b531937,POP_BALLAD,nhạc trẻ,nhạc trẻ,TIER_A,deterministic_mapping,1.0,,False,True,False,False,LYRICS_ONLY,LEVEL_2_SINGLE_MODALITY,,data/lyrics/RMVM_S_ae039d072b.txt,,https://a128-z3.zmdcdn.me/20ab8a7b8c2a8a8d116733403ca86e3a?authen=exp=1772904604~acl=/20ab8a7b8c2a8a8d116733403ca86e3a*~hmac=149f475190abd0811c2d041ead1f51b4,ZW9BC68A,train
RMVM_S_fd4152a79c,Đoạn Tình Quê,"Linh Lor, $hen, HHD",ART_4d9f407032,POP_BALLAD,nhạc trẻ,nhạc trẻ,TIER_A,deterministic_mapping,1.0,,False,True,False,False,LYRICS_ONLY,LEVEL_2_SINGLE_MODALITY,,data/lyrics/RMVM_S_fd4152a79c.txt,,https://a128-z3.zmdcdn.me/9edd0ca9e4696a5ffb400836f4876354?authen=exp=1772904163~acl=/9edd0ca9e4696a5ffb400836f4876354*~hmac=73b0aaf86f470657cc6c746856e27cb7,ZUF8ZEBZ,train
RMVM_S_6ecf3ff671,Cứ Mặc Anh Đau (Beat),Lâm Triệu Vỹ,ART_7342a29223,POP_BALLAD,nhạc trẻ,nhạc trẻ,TIER_A,deterministic_mapping,1.0,,False,True,False,False,LYRICS_ONLY,LEVEL_2_SINGLE_MODALITY,,data/lyrics/RMVM_S_6ecf3ff671.txt,,https://a128-z3.zmdcdn.me/680c9590f1abcdd4517e0c9f19a92d4e?authen=exp=1772550637~acl=/680c9590f1abcdd4517e0c9f19a92d4e*~hmac=38cfd2e141c25577d70c38d4f84b8aef,ZW9DW799,train
RMVM_S_7ed0aebb35,Là Vì Ai (Another Version),The Sheep,ART_34bcd0bb75,POP_BALLAD,v-pop,v-pop,TIER_A,deterministic_mapping,1.0,,False,True,False,False,LYRICS_ONLY,LEVEL_2_SINGLE_MODALITY,,data/lyrics/RMVM_S_7ed0aebb35.txt,,https://a128-z3.zmdcdn.me/584c2a581c72cbe7ad5ba540aa4564cf?authen=exp=1772902404~acl=/584c2a581c72cbe7ad5ba540aa4564cf*~hmac=08238620700b3bbb5e5103d764a192d2,Z6WCD87Z,train
RMVM_S_4225db021c,Ký Ức Gió Lào,Cáp Anh Tài,ART_3862a98574,POP_BALLAD,nhạc trẻ,nhạc trẻ,TIER_A,deterministic_mapping,1.0,,False,True,False,False,LYRICS_ONLY,LEVEL_2_SINGLE_MODALITY,,data/lyrics/RMVM_S_4225db021c.txt,,https://a128-z3.zmdcdn.me/8e7656abd7d302e30e5ff9042141ac59?authen=exp=1772907762~acl=/8e7656abd7d302e30e5ff9042141ac59*~hmac=41f8d2435afc5076379d98eb4b419cf4,ZUWWODAB,train
RMVM_S_2f12d10b7b,Mùa Thu Không Em,Công Danh,ART_535f5dd8f1,POP_BALLAD,v-pop,v-pop,TIER_A,deterministic_mapping,1.0,,False,True,False,False,LYRICS_ONLY,LEVEL_2_SINGLE_MODALITY,,data/lyrics/RMVM_S_2f12d10b7b.txt,,https://a128-z3.zmdcdn.me/43d517e23b91d891b8316aa69e460849?authen=exp=1772907093~acl=/43d517e23b91d891b8316aa69e460849*~hmac=4f66576faccbf265a028ee9f70e11ae1,ZUE7WB08,train
RMVM_S_09c37470ea,Cho Anh Được Về,"Nguyễn Hữu Tài, Nhật Chan",ART_b731777600,POP_BALLAD,nhạc trẻ,nhạc trẻ,TIER_A,deterministic_mapping,1.0,,False,True,False,False,LYRICS_ONLY,LEVEL_2_SINGLE_MODALITY,,data/lyrics/RMVM_S_09c37470ea.txt,,https://a128-z3.zmdcdn.me/cb516317744e431c7a7aa6c355800e1a?authen=exp=1772902051~acl=/cb516317744e431c7a7aa6c355800e1a*~hmac=bb05208d404948ea1e5e1069602ced26,ZZDD6WD0,train
RMVM_S_f3b7222e3c,Người Lạ Nơi Cuối Chân Trời,"LK, JustaTee",ART_f47ad8df83,POP_BALLAD,v-pop,v-pop,TIER_A,deterministic_mapping,1.0,,False,True,False,False,LYRICS_ONLY,LEVEL_2_SINGLE_MODALITY,,data/lyrics/RMVM_S_f3b7222e3c.txt,,https://a128-z3.zmdcdn.me/24aec646d03a599be0c0d7f642b17051?authen=exp=1772902970~acl=/24aec646d03a599be0c0d7f642b17051*~hmac=e84076bf2d27a3037286461533405fa1,ZZEEBWU0,train
RMVM_S_7c491c9243,Bên Nhau Ta Say Đêm Nay,Trini,ART_94865d09f1,POP_BALLAD,nhạc trẻ,nhạc trẻ,TIER_A,deterministic_mapping,1.0,,False,True,False,False,LYRICS_ONLY,LEVEL_2_SINGLE_MODALITY,,data/lyrics/RMVM_S_7c491c9243.txt,,https://a128-z3.zmdcdn.me/2fb4be07cc54c2584bd9b739dfa92e38?authen=exp=1772903651~acl=/2fb4be07cc54c2584bd9b739dfa92e38*~hmac=b2e60731be50df1276bb8ecbc7012261,ZUI6WBZF,train
RMVM_S_fd9944d9c0,Chỉ Là Người Anh Trai,Gia Huy Singer,ART_65b773d175,POP_BALLAD,nhạc trẻ,nhạc trẻ,TIER_A,deterministic_mapping,1.0,,False,True,False,False,LYRICS_ONLY,LEVEL_2_SINGLE_MODALITY,,data/lyrics/RMVM_S_fd9944d9c0.txt,,https://a128-z3.zmdcdn.me/0c0b0c89e55eeddfb685520a047650eb?authen=exp=1772902615~acl=/0c0b0c89e55eeddfb685520a047650eb*~hmac=be50d75740c9cc169fa2a89ea566c48e,ZWAEZU0A,train
RMVM_S_b3737eb53f,Khúc Ca Ngày Hè,Trần Thu Hà,ART_3a9bb5e6bc,POP_BALLAD,nhạc trẻ,nhạc trẻ,TIER_A,deterministic_mapping,1.0,,False,True,False,False,LYRICS_ONLY,LEVEL_2_SINGLE_MODALITY,,data/lyrics/RMVM_S_b3737eb53f.txt,,https://a128-z3.zmdcdn.me/ccf4e78e666471021d947118d9202276?authen=exp=1772908458~acl=/ccf4e78e666471021d947118d9202276*~hmac=ccb559b568ab2985de19c142b6968187,ZW6UZC6E,train
RMVM_S_aecb230f52,Anh Vẫn Hy Vọng (Cương Thi Biến OST),Andiez,ART_9439c81871,POP_BALLAD,nhạc trẻ,nhạc trẻ,TIER_A,deterministic_mapping,1.0,,False,True,False,False,LYRICS_ONLY,LEVEL_2_SINGLE_MODALITY,,data/lyrics/RMVM_S_aecb230f52.txt,,https://a128-z3.zmdcdn.me/7f816ea212fb17436995fd8b683286ab?authen=exp=1772901702~acl=/7f816ea212fb17436995fd8b683286ab*~hmac=1c5c3d0546f48d04524944ae9cc40503,ZW9FD6AZ,train
RMVM_S_36f1332288,Ảo Mộng Đơn Phương (Bước Cùng Nỗi Đau 2),CD Hoàng,ART_0adc959c92,POP_BALLAD,nhạc trẻ,nhạc trẻ,TIER_A,deterministic_mapping,1.0,,False,True,False,False,LYRICS_ONLY,LEVEL_2_SINGLE_MODALITY,,data/lyrics/RMVM_S_36f1332288.txt,,https://a128-z3.zmdcdn.me/754272762480a455fdb13134c91dddf3?authen=exp=1772906326~acl=/754272762480a455fdb13134c91dddf3*~hmac=910379685e3660434d6d1f5b276139bb,ZWAE97WU,train
RMVM_S_70202b79d1,Gửi Lại Cho Em,Binno Phương Bắc,ART_52a5f0bdd5,POP_BALLAD,nhạc trẻ,nhạc trẻ,TIER_A,deterministic_mapping,1.0,,False,True,False,False,LYRICS_ONLY,LEVEL_2_SINGLE_MODALITY,,data/lyrics/RMVM_S_70202b79d1.txt,,https://a128-z3.zmdcdn.me/104f194d9440d91f2f4a40b69d3d0386?authen=exp=1772903586~acl=/104f194d9440d91f2f4a40b69d3d0386*~hmac=0d4a44a48c932b7aab56e7d62b35e8e1,ZOABZIO0,train
RMVM_S_6f4708a07e,Đừng Hẹn Kiếp Sau (Cover),Hoàng Đình Đông Dương,ART_5008195d17,POP_BALLAD,nhạc trẻ,nhạc trẻ,TIER_A,deterministic_mapping,1.0,,False,False,True,False,COVER_ONLY,LEVEL_2_SINGLE_MODALITY,,,data/covers/RMVM_S_6f4708a07e.jpg,https://a128-z3.zmdcdn.me/77d9d73533286b85dec2decbe145184a?authen=exp=1772553535~acl=/77d9d73533286b85dec2decbe145184a*~hmac=ad3954cb6a464e1f4a2543dec95bab52,Z6CO787U,train
RMVM_S_f2b4f16ef7,Năm Tới Con Về,"Công Danh, Trọng Vĩnh",ART_241850f817,POP_BALLAD,v-pop,v-pop,TIER_A,deterministic_mapping,1.0,,False,True,False,False,LYRICS_ONLY,LEVEL_2_SINGLE_MODALITY,,data/lyrics/RMVM_S_f2b4f16ef7.txt,,https://a128-z3.zmdcdn.me/89a7803aaa43c08d43f267d654f59d1e?authen=exp=1772904300~acl=/89a7803aaa43c08d43f267d654f59d1e*~hmac=247e80971b9f36688962212d31675ff1,ZZIBO9IF,train
RMVM_S_c15e65d792,Ai Rồi Cũng Sẽ Khác,Quang Hà,ART_ec331abb47,POP_BALLAD,nhạc trẻ,nhạc trẻ,TIER_A,deterministic_mapping,1.0,,False,True,False,False,LYRICS_ONLY,LEVEL_2_SINGLE_MODALITY,,data/lyrics/RMVM_S_c15e65d792.txt,,https://a128-z3.zmdcdn.me/2d6f3f56e9aaa8e6c5149a1d61f915c8?authen=exp=1772904333~acl=/2d6f3f56e9aaa8e6c5149a1d61f915c8*~hmac=800aadcc5eff7f66e3639f454fa483a4,ZWADE80W,train
RMVM_S_fd4d62b486,Năm Tháng Trôi Qua,GreenD,ART_0d6dc44fde,POP_BALLAD,nhạc trẻ,nhạc trẻ,TIER_A,deterministic_mapping,1.0,,False,False,True,False,COVER_ONLY,LEVEL_2_SINGLE_MODALITY,,,data/covers/RMVM_S_fd4d62b486.jpg,https://a128-z3.zmdcdn.me/810eb73d8124cd4bc6313307c037b5e9?authen=exp=1772900934~acl=/810eb73d8124cd4bc6313307c037b5e9*~hmac=7cf2adc56ebb33755c568e6ef914fff1,ZOF9ZBWC,train
RMVM_S_693aa08fc7,Xuân Là Để Yêu,Thiều Bảo Trang,ART_c461836bbf,POP_BALLAD,nhạc trẻ,nhạc trẻ,TIER_A,deterministic_mapping,1.0,,False,False,True,False,COVER_ONLY,LEVEL_2_SINGLE_MODALITY,,,data/covers/RMVM_S_693aa08fc7.jpg,https://a128-z3.zmdcdn.me/ea23b04c92aac14c586af603a82888af?authen=exp=1772900781~acl=/ea23b04c92aac14c586af603a82888af*~hmac=c01a8385ec590709cc45b824aa2fa8f2,ZW9AECCD,train
RMVM_S_df11fa3695,Thứ Đàn Ông Gì Vậy?,Thành Đại Siêu,ART_b2e564a75e,POP_BALLAD,nhạc trẻ,nhạc trẻ,TIER_A,deterministic_mapping,1.0,,False,True,False,False,LYRICS_ONLY,LEVEL_2_SINGLE_MODALITY,,data/lyrics/RMVM_S_df11fa3695.txt,,https://a128-z3.zmdcdn.me/8787b04558377e95818e2878736cac37?authen=exp=1772905492~acl=/8787b04558377e95818e2878736cac37*~hmac=2909f62a1b0a2f3e78c00ce94f057b24,ZWAF7FDI,train
RMVM_S_17a664d77d,Yêu Được Không (Cover),Hương Ly,ART_4d63b5edc1,POP_BALLAD,v-pop,v-pop,TIER_A,deterministic_mapping,1.0,,False,True,False,False,LYRICS_ONLY,LEVEL_2_SINGLE_MODALITY,,data/lyrics/RMVM_S_17a664d77d.txt,,https://a128-z3.zmdcdn.me/c78ddf143ab685d0891aea2fb1b9127b?authen=exp=1772907591~acl=/c78ddf143ab685d0891aea2fb1b9127b*~hmac=a9f69ec135d059f7ab0aebb301da22d2,ZWAD9O97,train
RMVM_S_6283b02dcc,Bến Phụ Con Đò,Vũ Tuấn Khang,ART_96bcadc87d,POP_BALLAD,nhạc trẻ,nhạc trẻ,TIER_A,deterministic_mapping,1.0,,False,True,False,False,LYRICS_ONLY,LEVEL_2_SINGLE_MODALITY,,data/lyrics/RMVM_S_6283b02dcc.txt,,https://a128-z3.zmdcdn.me/eaa5ee45a34189a11addbacf73cdef05?authen=exp=1772902997~acl=/eaa5ee45a34189a11addbacf73cdef05*~hmac=4d23eda72eaa5cfec05ee3a5ef47e8dc,ZOI0979I,train
RMVM_S_b783f23324,Yêu Vì Yêu,Mắt Ngọc,ART_6cfbee5e76,POP_BALLAD,nhạc trẻ,nhạc trẻ,TIER_A,deterministic_mapping,1.0,,False,True,False,False,LYRICS_ONLY,LEVEL_2_SINGLE_MODALITY,,data/lyrics/RMVM_S_b783f23324.txt,,https://a128-z3.zmdcdn.me/b538a4b7a8e80b283cfb149eb5e5ae0c?authen=exp=1772905501~acl=/b538a4b7a8e80b283cfb149eb5e5ae0c*~hmac=6502cb948eebb3f9646a0c5ba2748d47,ZWZ9DZ6E,train
RMVM_S_f5f3db5edb,Người Em Yêu Không Phải Tôi (Beat),Lâm Triệu Vỹ,ART_7342a29223,POP_BALLAD,nhạc trẻ,nhạc trẻ,TIER_A,deterministic_mapping,1.0,,False,True,False,False,LYRICS_ONLY,LEVEL_2_SINGLE_MODALITY,,data/lyrics/RMVM_S_f5f3db5edb.txt,,https://a128-z3.zmdcdn.me/3d24ca8d200446de5240dffbd3b6ac63?authen=exp=1772906550~acl=/3d24ca8d200446de5240dffbd3b6ac63*~hmac=325049b3aba807f4a1385b9284db11b2,ZW9A6DB8,train
RMVM_S_bec01bd306,Intro: Em đi chùa Hương & Về nhà ăn Tết & Mùa xuân ơi,Nhiều nghệ sĩ,ART_736b531937,POP_BALLAD,v-pop,v-pop,TIER_A,deterministic_mapping,1.0,,False,True,False,False,LYRICS_ONLY,LEVEL_2_SINGLE_MODALITY,,data/lyrics/RMVM_S_bec01bd306.txt,,https://a128-z3.zmdcdn.me/6cdf0261dc059f3c6573aada3acd6f25?authen=exp=1772907334~acl=/6cdf0261dc059f3c6573aada3acd6f25*~hmac=398948eb12b892ba57227871e51c7295,Z7OF7ODW,train
RMVM_S_9ccd4328e2,Mùa Viết Tình Ca (Mùa Viết Tình Ca OST),Isaac,ART_84311803c7,POP_BALLAD,nhạc trẻ,nhạc trẻ,TIER_A,deterministic_mapping,1.0,,False,True,False,False,LYRICS_ONLY,LEVEL_2_SINGLE_MODALITY,,data/lyrics/RMVM_S_9ccd4328e2.txt,,https://a128-z3.zmdcdn.me/4e1fd15acf41d8b6b7e09e55e6a8b3b9?authen=exp=1772903203~acl=/4e1fd15acf41d8b6b7e09e55e6a8b3b9*~hmac=9eb56ae3ebb7aa342392a1b3967dfe0c,ZW9D8AC6,train
RMVM_S_1a9d1ddf7a,Đánh Cắp Mặt Trời,"Double2T, Cao Thanh Thảo My, Xệ Xệ",ART_098080729f,POP_BALLAD,nhạc trẻ,nhạc trẻ,TIER_A,deterministic_mapping,1.0,,False,True,False,False,LYRICS_ONLY,LEVEL_2_SINGLE_MODALITY,,data/lyrics/RMVM_S_1a9d1ddf7a.txt,,https://a128-z3.zmdcdn.me/52159041871c5021805e8e45d524523e?authen=exp=1772904288~acl=/52159041871c5021805e8e45d524523e*~hmac=653f323470289613b0aa0325191594e8,Z7OC0ZIB,train
RMVM_S_48d0013269,Dù Tha Thứ Cũng Không Xứng Đáng,Khánh Phương,ART_a36111936d,POP_BALLAD,v-pop,v-pop,TIER_A,deterministic_mapping,1.0,,False,True,False,False,LYRICS_ONLY,LEVEL_2_SINGLE_MODALITY,,data/lyrics/RMVM_S_48d0013269.txt,,https://a128-z3.zmdcdn.me/00a511d9ff9b79d442efa488931fae14?authen=exp=1772908244~acl=/00a511d9ff9b79d442efa488931fae14*~hmac=bc5bdfed00ea9a1eb5fac56022299a86,ZWD7A60C,train
RMVM_S_2a18489a93,Vững Tin Sài Gòn Ơi,"Tường Quân, Long Hải, TQE",ART_0854947219,POP_BALLAD,nhạc trẻ,nhạc trẻ,TIER_A,deterministic_mapping,1.0,,False,True,False,False,LYRICS_ONLY,LEVEL_2_SINGLE_MODALITY,,data/lyrics/RMVM_S_2a18489a93.txt,,https://a128-z3.zmdcdn.me/1e879cd39bf88e9d17da43e422923117?authen=exp=1772907638~acl=/1e879cd39bf88e9d17da43e422923117*~hmac=74d399b6aa1b8a4665b7d320d69c6b68,ZUWF007U,train
RMVM_S_d01df62d18,Anh Không Nhớ Em Vậy Đâu,"Xuf, Trà Hoa Cúc",ART_ea9554244a,POP_BALLAD,nhạc trẻ,nhạc trẻ,TIER_A,deterministic_mapping,1.0,,False,True,False,False,LYRICS_ONLY,LEVEL_2_SINGLE_MODALITY,,data/lyrics/RMVM_S_d01df62d18.txt,,https://a128-z3.zmdcdn.me/e54f5e42924f93a54ce3262d7d9155a1?authen=exp=1772907866~acl=/e54f5e42924f93a54ce3262d7d9155a1*~hmac=1e55f8ebee0ae22e9a5b6bf1ad0df710,Z6IDWZ0W,train
RMVM_S_c54170cb05,Anh Đánh Rơi Người Yêu Này! (Thật Tuyệt Vời Khi Ở Bên Em OST) (Beat),"Andiez, AMEE",ART_614e705733,POP_BALLAD,nhạc trẻ,nhạc trẻ,TIER_A,deterministic_mapping,1.0,,False,True,False,False,LYRICS_ONLY,LEVEL_2_SINGLE_MODALITY,,data/lyrics/RMVM_S_c54170cb05.txt,,https://a128-z3.zmdcdn.me/322419d22f6af797a55879adf7712c28?authen=exp=1772907027~acl=/322419d22f6af797a55879adf7712c28*~hmac=80cbd3c8e02c3ae27ff00db40cda66a3,ZWAEWAFE,train
