song_id,title,artist,artist_id,genre,label_source,label_confidence,other_reason,audio_path,audio_status,lyrics_path,lyrics_status,cover_path,cover_status,release_year,year_status,tier,modality_state,split
RMVM_S_4952786d26,Baby Em Cô Đơn,"Bảo Thy, Nimbia, RedT",ART_a2d38e3e23,POP_BALLAD,deterministic_mapping,1.0,N/A (Standard 11 Taxonomy),,MISSING,data/lyrics/RMVM_S_4952786d26.txt,AVAILABLE,,MISSING,,UNVERIFIED,TIER_A,LYRICS_ONLY,train
RMVM_S_3d22ec7220,Xa Nghìn Trùng Mây,Ngắn,ART_afda5ffaab,POP_BALLAD,deterministic_mapping,1.0,N/A (Standard 11 Taxonomy),,MISSING,data/lyrics/RMVM_S_3d22ec7220.txt,AVAILABLE,,MISSING,,UNVERIFIED,TIER_A,LYRICS_ONLY,train
RMVM_S_86ddf9f3d8,Bốn Mùa Yêu Thương,Thanh Ngân,ART_165c93966a,POP_BALLAD,deterministic_mapping,1.0,N/A (Standard 11 Taxonomy),,MISSING,,MISSING,data/covers/RMVM_S_86ddf9f3d8.jpg,AVAILABLE,,UNVERIFIED,TIER_A,COVER_ONLY,train
RMVM_S_e035b2703e,Liên Khúc Remix Anh Ba Hưng,Thanh Ngân,ART_165c93966a,REVOLUTIONARY,deterministic_mapping,1.0,N/A (Standard 11 Taxonomy),,MISSING,,MISSING,data/covers/RMVM_S_e035b2703e.jpg,AVAILABLE,,UNVERIFIED,TIER_A,COVER_ONLY,train
RMVM_MB_1a508a38dd,Lý cây da (Chant sous le banian) [Comptine du Vietnam],Thanh Ngân,ART_165c93966a,FOLK_TRADITIONAL,musicbrainz_artist_discography,0.85,N/A (Standard 11 Taxonomy),,MISSING,,MISSING,,MISSING,2007.0,VERIFIED,TIER_B,NO_PHYSICAL_MODALITY,train
RMVM_MB_044e2f45a2,Le gateau de riz (Thème musical),Thanh Ngân,ART_165c93966a,FOLK_TRADITIONAL,musicbrainz_artist_discography,0.85,N/A (Standard 11 Taxonomy),,MISSING,,MISSING,,MISSING,2007.0,VERIFIED,TIER_B,NO_PHYSICAL_MODALITY,train
RMVM_MB_94800732cd,Le buffle noir (Thème musical),Thanh Ngân,ART_165c93966a,FOLK_TRADITIONAL,musicbrainz_artist_discography,0.85,N/A (Standard 11 Taxonomy),,MISSING,,MISSING,,MISSING,2007.0,VERIFIED,TIER_B,NO_PHYSICAL_MODALITY,train
RMVM_MB_d5ef9055ca,Con gà trông (Le coq) [Comptine du Vietnam],Thanh Ngân,ART_165c93966a,FOLK_TRADITIONAL,musicbrainz_artist_discography,0.85,N/A (Standard 11 Taxonomy),,MISSING,,MISSING,,MISSING,2007.0,VERIFIED,TIER_B,NO_PHYSICAL_MODALITY,train
RMVM_MB_fba5137fc0,Lac d'automne (Thème musical),Thanh Ngân,ART_165c93966a,FOLK_TRADITIONAL,musicbrainz_artist_discography,0.85,N/A (Standard 11 Taxonomy),,MISSING,,MISSING,,MISSING,2007.0,VERIFIED,TIER_B,NO_PHYSICAL_MODALITY,train
RMVM_MB_e8e7d0a8c8,Huê (Comptine du Vietnam),Thanh Ngân,ART_165c93966a,FOLK_TRADITIONAL,musicbrainz_artist_discography,0.85,N/A (Standard 11 Taxonomy),,MISSING,,MISSING,,MISSING,2007.0,VERIFIED,TIER_B,NO_PHYSICAL_MODALITY,train
RMVM_MB_e4940d62a8,Le tigre la poule et le lièvre (Conte),Thanh Ngân,ART_165c93966a,FOLK_TRADITIONAL,musicbrainz_artist_discography,0.85,N/A (Standard 11 Taxonomy),,MISSING,,MISSING,,MISSING,2007.0,VERIFIED,TIER_B,NO_PHYSICAL_MODALITY,train
RMVM_MB_2fb50f5c7c,Le gateau de riz (Conte),Thanh Ngân,ART_165c93966a,FOLK_TRADITIONAL,musicbrainz_artist_discography,0.85,N/A (Standard 11 Taxonomy),,MISSING,,MISSING,,MISSING,2007.0,VERIFIED,TIER_B,NO_PHYSICAL_MODALITY,train
RMVM_S_a3f5ff29b7,Chẳng Thể Cùng Em!,"QuocKiet, Khiem",ART_204a6499fc,POP_BALLAD,deterministic_mapping,1.0,N/A (Standard 11 Taxonomy),,MISSING,data/lyrics/RMVM_S_a3f5ff29b7.txt,AVAILABLE,,MISSING,,UNVERIFIED,TIER_A,LYRICS_ONLY,train
RMVM_S_baa7c878a1,Bài Valse Buồn Cho Em,Thu Minh,ART_cddf8d82c0,BOLERO_TRUTINH,deterministic_mapping,1.0,N/A (Standard 11 Taxonomy),,MISSING,,MISSING,data/covers/RMVM_S_baa7c878a1.jpg,AVAILABLE,,UNVERIFIED,TIER_A,COVER_ONLY,train
RMVM_S_00c7953e9f,Phút Yêu Đầu,Thu Minh,ART_cddf8d82c0,BOLERO_TRUTINH,deterministic_mapping,1.0,N/A (Standard 11 Taxonomy),,MISSING,data/lyrics/RMVM_S_00c7953e9f.txt,AVAILABLE,,MISSING,,UNVERIFIED,TIER_A,LYRICS_ONLY,train
