song_id,title,artist,artist_id,album,album_id,source_genre,genre,label_source,tier,release_year,release_year_source,audio_path,audio_url,lyrics,cover_path,cover_url,source,source_id,annotation_status,annotator_id,annotation_agreement
RMVM_S_12f895ae87,Có Khi Em Yêu Anh( Anh Đi Qua Tôi),Tinna Tình,ART_43424335db,Sáng Tối,ALB_7cc641d56e,,,unknown,TIER_C,,unverified_null,,https://a128-z3.zmdcdn.me/639517ea07436cbbb1f22be6211f0794?authen=exp=1772900357~acl=/639517ea07436cbbb1f22be6211f0794*~hmac=09d78266f240cc9ee34598064627cdd9,,,https://photo-playlist-zmp3.zadn.vn/s2/v2/background-playlist?src=HavtoclCgWuG7IRg89ZcEradYoTkf0Ux5IF0PIVgLFSTRemYDlODeq0eZ28iyHhq42g29oho7V57Az9vB_0T-KCgqdiYzqdzIYtH4YBrJf58ATWO8l9OmWj-r5vm_0cXHtlUItV-5zaKSzW5FlrQbnD_W4iljXJPDPu9IISTpjaxcq0meTgReBbVNJZ0zPtWkTgZES1WUEYvtnNiYHsP8G&cv=1&size=thumb_240_240,sunbv56_song_dataset+vietlyrics,ZWZCFZAW,needs_manual_annotation,pipeline_v2_expansion,
RMVM_S_2279a10fa6,Hạnh Phúc Chỉ Là Mơ,Tần Khánh,ART_768960ed2f,Câu Chuyện Mùa Thu,ALB_138d5c597d,,,unknown,TIER_C,,unverified_null,,https://a128-z3.zmdcdn.me/013287a201bb071bc74807f716397a39?authen=exp=1772900367~acl=/013287a201bb071bc74807f716397a39*~hmac=27078a4844470c57b08b5942d2cff5cc,,,https://photo-playlist-zmp3.zadn.vn/s1/v2/background-playlist?src=HavtoclCgWuG7IRgg4mlDD7iwKSfQI_LNA3j36iWOOOGgA10B35ztqRrwa0i9t36GFNeJoj_Sib2fkb1UNboa1chkX5qSY34JAgxGqfm9iSdgRbFJd0dqNthxaC88Yc07gVhIHqbAvvczEDFKsmeqoZpxnSTVMETPjuibvvRwWUNs8SDhHDgrHL3JKK0QqFL54PCHtq&cv=1&size=thumb_240_240,sunbv56_song_dataset+vietlyrics,ZW6IBWO9,needs_manual_annotation,pipeline_v2_expansion,
RMVM_S_e968f6bd5f,Tiếng Hát Nào,Đình Văn,ART_7fdff23c4e,,,,,unknown,TIER_C,,unverified_null,,https://a128-z3.zmdcdn.me/909e5e4f16f704aa1edda3ed92c8e268?authen=exp=1772900367~acl=/909e5e4f16f704aa1edda3ed92c8e268*~hmac=6ce28c01c827e7fc031aa423970a9cd7,,,https://photo-playlist-zmp3.zadn.vn/s2/v2/background-playlist?src=HavtoclCgWuG7IPwsJKafEZ-tD0oUr1CIVoNadir0m11iTlLQYbQLnpsszLnV4PM7FAEqtGiHLCOzzxM8oeKNacZWziWUnfJJAI4l2Hy7pLFheQq8N46RWZzYl9pVrSDHFY0vtHzINKNy8QfFNu4En3ytkSiDKfr8RS5VySopE_M6iChhx-kEsyYVG&cv=1&size=thumb_240_240,sunbv56_song_dataset+vietlyrics,ZW6UCEWA,needs_manual_annotation,pipeline_v2_expansion,
RMVM_S_22491be421,Ước Mơ Của Mẹ (Beat),Văn Mai Hương,ART_7dbfa9a88e,Ước Mơ Của Mẹ (Beat) (Single),ALB_42e0802b98,v-pop,POP_BALLAD,deterministic_mapping,TIER_A,,unverified_null,,https://a128-z3.zmdcdn.me/6adf157ee7816fba67215dbe2c4be910?authen=exp=1772548718~acl=/6adf157ee7816fba67215dbe2c4be910*~hmac=6e3b4287d6d58bee98bfab26e00ca5dc,,,https://photo-playlist-zmp3.zadn.vn/s3/v2/background-playlist?src=HavtoclCgWuG7IReZNNcU9d_8UY8qZ-US5Vs30MUDDKo7hXVIPPvcNKF-4m3qdcVTLZuIXhGDyns0gfCJTrddN44-Hv9Ys_D80RuH4_PDCSa1lnP5vqros9KyWXqqJ31TrFm5Wo2ECSv6lDRGeKqdtSBk1KC9hb4xbPqrFfxUqJWSMvJsBgD0Zle0veWPinUAI9z&cv=1&size=thumb_240_240,sunbv56_song_dataset+vietlyrics,Z6E7AFD7,cross_verified,pipeline_v2_expansion,1.0
RMVM_S_c0a42b4f39,Đời Đại Gia,Huyền Thoại,ART_ee90c81676,Phép Nhiệm Màu,ALB_cd74091104,,,unknown,TIER_C,,unverified_null,,https://a128-z3.zmdcdn.me/355a085cd42646a1bf68d19caa00a394?authen=exp=1772900368~acl=/355a085cd42646a1bf68d19caa00a394*~hmac=e0fe4089da8539df11302035f3bd76ad,,,https://photo-playlist-zmp3.zadn.vn/v2/background-playlist?src=HavtoclCgWuG7IRsF8zf_UGAvndLZgWJBGmaZrQBur5aGdV3NiQl5dLUBi83ZQyMObSsb5tQhX4pLJcH2Ock5MS3C9S6sViLPmSmbWtPgdbb0JJ-3zckV6O5BgPFYQ8wD0j_nGECg2yp2M6zK8IkONeABFDNYFOlQq5YlVOwBROokAF2-xAtqyjvNWfX8dq&cv=1&size=thumb_240_240,sunbv56_song_dataset+vietlyrics,ZWZCOEW0,needs_manual_annotation,pipeline_v2_expansion,
RMVM_S_1e68168274,Ngõ Cụt,Thiên Vương,ART_6c931ff325,Nam Nhi,ALB_568b5fd142,,,unknown,TIER_C,,unverified_null,,https://a128-z3.zmdcdn.me/dfcb5743b6b3648dddc9dbddfd77f8c3?authen=exp=1772900368~acl=/dfcb5743b6b3648dddc9dbddfd77f8c3*~hmac=a0a227a1eb8ba32b670c8dccd3a3f322,,,https://photo-playlist-zmp3.zadn.vn/s1/v2/background-playlist?src=HavtoclCgWuG7IRg8PzBy1PKiuR_URnOmR0-olGo_X6FutB2kNwv0C_qEDAvUxa4p_5rqF0ilL3FzIM4e2QwLyhq8DFmAkjIpAGXsl1ylGYSkNd8ed3xMfBe6eIdUkvTaFPYrwzye1IJkopGeoJk1TZrOllctNbh_DTiVdGYVG&cv=1&size=thumb_240_240,sunbv56_song_dataset+vietlyrics,ZWZB7769,needs_manual_annotation,pipeline_v2_expansion,
RMVM_S_c2b9f4a983,Anh Muốn Nói Yêu Em,Lâm Chí Khanh,ART_d144927004,Hạnh Phúc Nơi Thiên Đường,ALB_e281ac0861,,,unknown,TIER_C,,unverified_null,,https://a128-z3.zmdcdn.me/e3b70261f0c9c7712123007d1605f0e1?authen=exp=1772900370~acl=/e3b70261f0c9c7712123007d1605f0e1*~hmac=0f3cffbf7e2362ec5e09beb81094c9b6,,,https://photo-playlist-zmp3.zadn.vn/s1/v2/background-playlist?src=HavtoclCgWuG7IRoYbJbOf3NY7_fTqwktlJ2CgLp1UoNkf5-hJv9guQco7hmV4chcFJUUF0k4V2Vfznrzob5zPprso6ZAXQWpl7R9VHyJCgSfDP3zNbEm9wXpXgtBKA6pA-VUVieI9FBhO41g21EtOAkp4-lB1QJa-M20OjWH96V_WkQLtk5PCqZGlJD2qOnjAM5etq&cv=1&size=thumb_240_240,sunbv56_song_dataset+vietlyrics,ZW6W998Z,needs_manual_annotation,pipeline_v2_expansion,
RMVM_S_f2ff17a06d,Chuyện Tình Bên Chân Núi Đôi,Trịnh Việt Cường,ART_cc584d96f9,,,,,unknown,TIER_C,,unverified_null,,https://a128-z3.zmdcdn.me/99187a0c51c3007746949f22784e2156?authen=exp=1772900369~acl=/99187a0c51c3007746949f22784e2156*~hmac=9887239878a6ac1f0dcbaf93eef92c0d,,,https://photo-playlist-zmp3.zadn.vn/v2/background-playlist?src=HavtoclCgWuG7IRgEnSpqGoKlJSydgW04LL5TlXVK5lFqzp7j5GR6OQTZulzMWDIr_x3ZlTF1539Xf26yG5DKuJ8bugfJrmOoeQnmEOK_iiuaN0lejQmzzj_tUtij30rTltmfM7Lv7mO-jeFzNXMmW&cv=1&size=thumb_240_240,sunbv56_song_dataset+vietlyrics,ZWZB7BI8,needs_manual_annotation,pipeline_v2_expansion,
RMVM_S_6b21ecfcdb,Có Bao Giờ Yêu,Nghĩa Nguyễn,ART_a6390dab88,Stay With Me,ALB_0002a7a844,,,unknown,TIER_C,,unverified_null,,https://a128-z3.zmdcdn.me/632ae05d8df2ee556db8d4ae2a456066?authen=exp=1772548727~acl=/632ae05d8df2ee556db8d4ae2a456066*~hmac=37cc3746d98874422af761ba54ac91ad,,,https://photo-playlist-zmp3.zadn.vn/s3/v2/background-playlist?src=HavtoclCgWuG7IRmBfvCwHPLh3uwn-Crva9lgPt5g7Ul33pbbOZaCBuGPUJ8pEGmfXCkuPlAjpAaH23aof_eClSGShgMoUqw_qPslC2PkLEeHY7KmPMtNA1CDuQ9mBiQya9cvSN5iG_rG7YTbistGRn3DTEHmUyFhGXxdRSWPWsiggUTiYZebdRZ7-M5VPCe&cv=1&size=thumb_240_240,sunbv56_song_dataset+vietlyrics,ZW7UBFZ7,needs_manual_annotation,pipeline_v2_expansion,
RMVM_S_796c5e6758,Ai Cho Tôi Tình Yêu,"Khánh Duy, Nhã Ca",ART_f0fdfb450c,Tâm Sự Với Anh,ALB_446b683e55,nhạc trữ tình,BOLERO_TRUTINH,deterministic_mapping,TIER_A,,unverified_null,,https://a128-z3.zmdcdn.me/d2e071b756951017cae754d7574a1427?authen=exp=1772900604~acl=/d2e071b756951017cae754d7574a1427*~hmac=5bc8c103524f66258ad2ed0e9cffa91e,,,https://photo-playlist-zmp3.zadn.vn/s2/v2/background-playlist?src=HavtoclCgWuG7IRr8JKfAn3-m-umEKr-9xeWRLuIx_yhsoqc75kXh6VJO6fRIhtrP8vtQbi1wRjcstSxNGA_lZFRA3rO1xQyPzGXFbWEjkeoWtbjD5daw5I0SsmqNUho1yOZO78FvADaYYPgPmZclHpPBcmfGUNmKjuYD6TGhhuS-cak1dcelWjHicToxjzxHMrHajyiYW1z&cv=1&size=thumb_240_240,sunbv56_song_dataset+vietlyrics,ZW6UCD6A,cross_verified,pipeline_v2_expansion,1.0
RMVM_S_dbcde6ae46,Nếu Việt Nam Có Tuyết Rơi,Võ Mậu Tân,ART_46d01ae733,,,,,unknown,TIER_C,,unverified_null,,https://a128-z3.zmdcdn.me/1b70d352cfbec23224cd55fed162ebeb?authen=exp=1772900371~acl=/1b70d352cfbec23224cd55fed162ebeb*~hmac=a2663c3fd1317be58fe5d2d949db4291,,,https://photo-playlist-zmp3.zadn.vn/s3/v2/background-playlist?src=HavtoclCgWuG7IReYaEe5J8Igz1BhSR2V6H4K4dcX8ioDmXQ7RtIYpObKrz0zjAB8ILB3nl-XDbo9aaF4_dIZNybImv4_jtVU2n52HAaYUPwV1zX4QA2vt5m0ZrO_8wX8tvJNXJvXBGaV4qcH_62-cr_06X0_TgqV3HE9ci-MYb7zQBm_wMBD8O0HEd_g2dgXXVo8pv6u-T7_ulsQI9z&cv=1&size=thumb_240_240,sunbv56_song_dataset+vietlyrics,ZW69C0DF,needs_manual_annotation,pipeline_v2_expansion,
RMVM_S_10a2eac81d,Di Lạc Chơn Kinh,Đồng Nhi Cao Đài,ART_f2a006f9f9,,,,,unknown,TIER_C,,unverified_null,,https://a128-z3.zmdcdn.me/d35ee3e95f9d9c3c9afcd87a9a2a639e?authen=exp=1772548739~acl=/d35ee3e95f9d9c3c9afcd87a9a2a639e*~hmac=ebe80a30dcdc9c96cf209392eeb30f69,,,https://static-zmp3.zadn.vn/skins/zmp3-v6.1/images/thumb-share.jpg,sunbv56_song_dataset+vietlyrics,IWAU9AE6,needs_manual_annotation,pipeline_v2_expansion,
RMVM_S_73ec626a38,Hóa Đá Một Trái Tim,Huỳnh Nhã Lâm,ART_ee6f99aa78,,,,,unknown,TIER_C,,unverified_null,,https://a128-z3.zmdcdn.me/135ce3c29d574f79ee07a0f303098dc0?authen=exp=1772900371~acl=/135ce3c29d574f79ee07a0f303098dc0*~hmac=f3a407f9ffd8723f982f661d900dcd9a,,,,sunbv56_song_dataset+vietlyrics,ZWZBZBAC,needs_manual_annotation,pipeline_v2_expansion,
RMVM_S_94b73a226f,Cơn Mưa Cuối Cùng,Elty,ART_692f623056,,,nhạc trẻ,POP_BALLAD,deterministic_mapping,TIER_A,,unverified_null,,https://a128-z3.zmdcdn.me/fdaf3a869715b9c59c6ff26a9b57f713?authen=exp=1772900611~acl=/fdaf3a869715b9c59c6ff26a9b57f713*~hmac=a9aeb26448f9c748b7ab5e83ea64a584,,,https://photo-playlist-zmp3.zadn.vn/s3/v2/background-playlist?src=HavtoclCgWuG7IRx9OBnQL1BCx1doxyw708zg2oQt7OP22YlBeIa9H4EPkOjoUeY7LOezsQ7f0JvpMIKxU1wHPH8eHHsCcQ4R1fnMcSYVG&cv=1&size=thumb_240_240,sunbv56_song_dataset+vietlyrics,ZZADU6C7,cross_verified,pipeline_v2_expansion,1.0
RMVM_S_3619f6e4a3,Hà Nội Yêu,Trang,ART_c786f96bb9,,,,,unknown,TIER_C,,unverified_null,,https://a128-z3.zmdcdn.me/68a6289b1539945ec33a76b21f573377?authen=exp=1772900377~acl=/68a6289b1539945ec33a76b21f573377*~hmac=5c7d669b027c37f9b319b5a41b478d00,,,https://photo-playlist-zmp3.zadn.vn/s2/v2/background-playlist?src=HavtoclCgWuG7IRgEvVcFK1GQk5mrQzp4nnWjIk3htS1Hp3eOOElOGu9DkPcsg5ZMbHfwpIBycuCL6xiCzprP0i7OxKttP8qMWC8j33Tb3rU653zOD7IRr19Cx5bsyTeKbTBuctTYI5H6WNbOON7C1fKIyY07yKsE4_oxq7zd_Lr8dq&cv=1&size=thumb_240_240,sunbv56_song_dataset+vietlyrics,ZW6E00EW,needs_manual_annotation,pipeline_v2_expansion,
RMVM_S_a910e1e059,Bài Ca Trên Núi,Cao Minh,ART_e8f048a384,,,,,unknown,TIER_C,,unverified_null,,https://a128-z3.zmdcdn.me/b9b14bfec5ea37601307cf784efd6c30?authen=exp=1772900377~acl=/b9b14bfec5ea37601307cf784efd6c30*~hmac=bad6118bbcc3753ef25b6522dfbe6bea,,,https://photo-playlist-zmp3.zadn.vn/s3/v2/background-playlist?src=HavtoclCgWuG7IRzA9ce01WSRf9jrQnBMbKWmI7V-10CLIJJUjYbLmnLFzvYtQTNNLLjWp6Be0KBM3-7O8kcL0rIRjSnZg83MpezW37deG5OD3c7BxNdK5HoQub-rgjLNcTiYs2k-5rOAIM8BU3_KG1dDCDZhjYmcYnMGwBdh84ufcmHBuvuo29z&cv=1&size=thumb_240_240,sunbv56_song_dataset+vietlyrics,ZW6077D7,needs_manual_annotation,pipeline_v2_expansion,
RMVM_S_d0df4241c7,Chỉ Có Em Không Biết,Minh Thuận,ART_29f9849d59,Tình Đầu Chưa Nguôi,ALB_6afc0c14cc,,,unknown,TIER_C,,unverified_null,,https://a128-z3.zmdcdn.me/c9ad873008ef412b7c152b5f43ce16e0?authen=exp=1772900377~acl=/c9ad873008ef412b7c152b5f43ce16e0*~hmac=771fb377e9a34efe251dcd48d06ac356,,,https://photo-playlist-zmp3.zadn.vn/s1/v2/background-playlist?src=HavtoclCgWuG7IRp89ZWOoqREpBENVkWkvGvUOmKjVFtd7GromMfggN1OJNBJAlceyOpPSfEh-Qhn6TcoXxyvwl4D6wKJlllz9KpQl9FhkgTbpbezaoaziNNRMIm7ggdffjeRgKPgBdUo61ewr2hz93FR32bGU2wtkacwpoBg1YcqoRjaXZ3DGX70-9nxiIpaheU8Nq&cv=1&size=thumb_240_240,sunbv56_song_dataset+vietlyrics,ZWZCWUUI,needs_manual_annotation,pipeline_v2_expansion,
RMVM_S_38be0da904,Sao Anh Không Về Bên Em,Phương Thanh,ART_bae46acd15,Quay Về Ngày Xưa,ALB_33b2fd63f7,,,unknown,TIER_C,,unverified_null,,https://a128-z3.zmdcdn.me/3444726c58bcb6c5fa43c74cbac9e6c2?authen=exp=1772900377~acl=/3444726c58bcb6c5fa43c74cbac9e6c2*~hmac=3c6838c714fc4c0b89e011185eb74c30,,,,sunbv56_song_dataset+vietlyrics,ZWZ999UZ,needs_manual_annotation,pipeline_v2_expansion,
RMVM_S_a40d72d036,Một Thoáng Cao Nguyên,Y Jang Tuyn,ART_c2b619dc0b,Nẻo Quê,ALB_d8dc59f051,,,unknown,TIER_C,,unverified_null,,https://a128-z3.zmdcdn.me/3e47568a10870c317fa31108653b5fac?authen=exp=1772900619~acl=/3e47568a10870c317fa31108653b5fac*~hmac=a57624a4223c23e85b9317f8851e80cb,,,https://photo-playlist-zmp3.zadn.vn/s3/v2/background-playlist?src=HavtoclCgWuG7IRdQRpfELTt4_ntyfzW37LOlZwyp2m4E1JvBw2LBLbu5Fapeuzn3Yv7y3EXYdTUSnttCQpHS5ucJVWsheP-LtCQaJ-hW11USXgPDgcQGnyb5jzafyiWKo0SocEbrLW0A1g4AgQO5WSaGiexxTPOB-V3SG8iEQaq13Pt2i_RfZm4Et4GbbPhRY9z&cv=1&size=thumb_240_240,sunbv56_song_dataset+vietlyrics,ZW6IW0DF,needs_manual_annotation,pipeline_v2_expansion,
RMVM_S_ee59a28211,Có Bao Giờ Anh Tiếc Nhớ,Châu Ngọc Linh,ART_b4fd69e0e3,,,,,unknown,TIER_C,,unverified_null,,https://a128-z3.zmdcdn.me/433e9503ecdd288caa61be33eeb403e4?authen=exp=1772900378~acl=/433e9503ecdd288caa61be33eeb403e4*~hmac=e98f5810874553361ae265203406a7ec,,,https://photo-playlist-zmp3.zadn.vn/s1/v2/background-playlist?src=HavtoclCgWuG7IRz8JKgE5YGuscwzYxvhtJk8TIpOltaDgTlX_zegRzWfskLf3pq-M2dSSIxQFYeQVvwmBSq-ljggowGk3F_gZ6jBfBfCVglCC1xmkrRyw8tm7VDyWItypk69SEZP_lsCPCYmRqVgFuttMl2y56lyc-JUec-7uaJvf5xAs8VZ1je2g5Ymifv6tqDAFWfmBZlge-pco9z&cv=1&size=thumb_240_240,sunbv56_song_dataset+vietlyrics,ZWZBOOCZ,needs_manual_annotation,pipeline_v2_expansion,
