song_id,title,artist,artist_id,album,album_id,source_genre,genre,label_source,tier,release_year,release_year_source,audio_path,audio_url,lyrics,cover_path,cover_url,source,source_id,annotation_status,annotator_id,annotation_agreement
RMVM_S_1b83aaff43,Mưa Trong Lòng (DJ Future Remix),Trịnh Đình Quang,ART_00eb07d1b5,,,nhạc trẻ,POP_BALLAD,deterministic_mapping,TIER_A,,unverified_null,,,,,https://photo-playlist-zmp3.zadn.vn/s2/v2/background-playlist?src=HavtoclCgWuG7IRgEnSpqGoKlQN5lBzxz7T0lipoYIovEqlrZhl7V_Kp1hd9geSzlt86xicgXsgZ8Xhjdg_LR_PrIEl9g8Djz20Vxvp-XZcWS1cymVc38l9YIh27gurpaIvFkfAiZstfVKUytEMC8ATwI-IIzCTkwLAlRj6PLQpd79myyZI0uip_1XRVDExJygeo1eiJ-TkxW7v9VG&cv=1&size=thumb_240_240,sunbv56_song_dataset+vietlyrics,ZZC0UIZ6,cross_verified,pipeline_v2_expansion,1.0
RMVM_S_98d2ba4086,Yêu Thầm Phía Sau Em (Beat),Lương Chấn Nam,ART_9527b71586,Yêu Thầm Phía Sau Em (Single),ALB_cb234a139c,v-pop,POP_BALLAD,deterministic_mapping,TIER_A,,unverified_null,,https://a128-z3.zmdcdn.me/68f939d0e474179b53882803614f0c91?authen=exp=1772900404~acl=/68f939d0e474179b53882803614f0c91*~hmac=52d55dab8d4a8baed32bcb78992b8cb1,,,https://photo-playlist-zmp3.zadn.vn/s2/v2/background-playlist?src=HavtoclCgWuG7IRoZqPEuxZAm129mDG5lWiqr8h2jaQ_G7QTn97wJEiR89t0Ww4PjbmWdTk3kHdXMIwUWOBXJ-XSB9c3qxGTwLejcuBIi1_f2dlmWTNcTUuBU_M4rVilhLbtizRRgapXN7scqTcqDB96QF6EWUGrlXucuCNFgWbVZd6PKWq-awoBi7ETexEYv1jyPvsrl_Vi77GcmTxuwm&cv=1&size=thumb_240_240,sunbv56_song_dataset+vietlyrics,ZWA7WZF6,cross_verified,pipeline_v2_expansion,1.0
RMVM_S_099fb5288b,Biển Mặn Tình Em,Thanh Vinh,ART_993f253972,Biết Sẽ Về Đâu,ALB_681d4b9f0e,nhạc trữ tình,BOLERO_TRUTINH,deterministic_mapping,TIER_A,,unverified_null,,https://a128-z3.zmdcdn.me/6daffb9e482a526ae8e2a843d6cce509?authen=exp=1772548812~acl=/6daffb9e482a526ae8e2a843d6cce509*~hmac=d147794a8b39dde8acbfc5de0049584d,,,https://photo-playlist-zmp3.zadn.vn/v2/background-playlist?src=HavtoclCgWuG7IRg8PVcCbWg8UnfuwD-N65ZfIUmxtOHBIIqPwIbFH5-9EXdzxDfMtellJEZjZy9V2xkPFRYRLmeVUeqekeuMYfywcRlk2fO9ZguQBxRPbqiBxzgeACrLIfXzcdjxJ9PSY_d8gEZ5HAfjYObObLtnZwLvx-1-Fk80dOERI9z&cv=1&size=thumb_240_240,sunbv56_song_dataset+vietlyrics,Z7UEIB8U,cross_verified,pipeline_v2_expansion,1.0
RMVM_S_c03e92531b,Xin Em Đừng Khóc Vu Quy (Version 2),"Shark Hùng Anh, Huỳnh Thật",ART_4cb50830e8,Xin Em Đừng Khóc Vu Quy (Version 2) (Single),ALB_b592fbda4b,nhạc trữ tình,BOLERO_TRUTINH,deterministic_mapping,TIER_A,,unverified_null,,https://a128-z3.zmdcdn.me/0396d3c45a52093840a7d9b7bd5ea1ee?authen=exp=1772548817~acl=/0396d3c45a52093840a7d9b7bd5ea1ee*~hmac=39e0a63f8853fb35005fabd0634f3217,,,https://photo-playlist-zmp3.zadn.vn/s1/v2/background-playlist?src=HavtoclCgWuG7IRj8PVwDbWqbpzlk1dEM3kRNY6OG0_3m83Nkdz6Xbavd1Giy5xD6t3IHs3u4u5SOP9LAhWJq5ngaWGtj0NN3M-I0sItM8S9FSK7ChGDqWzfb00qiWE3NJoP7MwdK8yRRfTC3UjLXGvfbL9rk5s3G22M7pk_KTiECTrHTO8QZmmisH-HLvOKOz9VX75HCeTBcif2CY0HYqlZwLvWUow1Lx2o629z&cv=1&size=thumb_240_240,sunbv56_song_dataset+vietlyrics,Z77Z7FZD,cross_verified,pipeline_v2_expansion,1.0
RMVM_S_1a89a22057,Khúc Ca Mùa Đông,Dương Triệu Vũ,ART_40c6c237c0,,,new age / world music,INSTRUMENTAL,source_tag_verification,TIER_B,,unverified_null,,https://a128-z3.zmdcdn.me/6c024851a7daf55a802a86d3e0a923f9?authen=exp=1772900407~acl=/6c024851a7daf55a802a86d3e0a923f9*~hmac=48e502ce169ed1780b38ff373cf7021e,,,https://photo-playlist-zmp3.zadn.vn/s1/v2/background-playlist?src=HavtoclCgWuG7IRwZqPEwxZAm0-JI8y4JTO1uj6KZNwg4qgWcDhUCg9U1kU9civuvLvNvzgQdsAq5mJYsSNEQkKOL-hQafXhvHe3xeJ9b3tiG5czq9pPP_aGLVk2aeW4jHLVxeMGbdpc7LcWp9FRCk4H0UxTs9LyprluTlMG5QUCDdYkjFqIZYwYqbaYVG&cv=1&size=thumb_240_240,sunbv56_song_dataset+vietlyrics,ZWZABE09,verified_from_source_metadata,pipeline_v2_expansion,
RMVM_S_beb8fafe4e,Liên Khúc Ai Đưa Em Về - Mùa Thu Lá Bay,Bằng Cường,ART_92092d6cfb,,,r&b việt,RB_SOUL,deterministic_mapping,TIER_A,,unverified_null,,https://a128-z3.zmdcdn.me/64746a74a953798c7cdf65552c8f9561?authen=exp=1772548853~acl=/64746a74a953798c7cdf65552c8f9561*~hmac=bceaf65037e11cf9b839219fddb87340,,,https://photo-playlist-zmp3.zadn.vn/s3/v2/background-playlist?src=HavtoclCgWuG7IRyg4mv8fQ7r5H_ZS5vI05DvJE6YZi1JnwfEyl6V10F2kCioy5yJ0yDgN3TbdzC0W-k9TcNAHfG2gbnYyLx651SgdM8m7yT0K2bD8tCEKyF4SPuYCOiI0qFlYk0m6813aBmB8oOB1153Bu5ns6aCWo4VAXTIUomtyUOUVBPIG1S6jaFLW_eTf215Up2JeNXGPKLz6cQXU_ZJHTz&cv=1&size=thumb_240_240,sunbv56_song_dataset+vietlyrics,Z6ZIF9EO,cross_verified,pipeline_v2_expansion,1.0
RMVM_S_37ab32104a,Lk: Ướt Mi,Thanh Hà,ART_52aeafc1b7,Ướt Mi,ALB_461a690e9c,nhạc trẻ,POP_BALLAD,deterministic_mapping,TIER_A,,unverified_null,,https://a128-z3.zmdcdn.me/e4d3b9787f454bf9b230c0ccf33f69c2?authen=exp=1772900643~acl=/e4d3b9787f454bf9b230c0ccf33f69c2*~hmac=f610046b8345ad9a721cf822ac12b24c,,,https://photo-playlist-zmp3.zadn.vn/v2/background-playlist?src=HavtoclCgWuG7IRg8PVcCbWqYo8ZymV-4tR2R72_3xDVCTDmAUrIyrynptK-ubNnKsZCSckqLFC4PfvpRky6-mvbdovWjWJzNmARVZFH0_bP3PHvBenAhbLBndT_xmQhNrx1TM6NLQDP48XsBDbIhm5UcJrYbtlc0LmJ-RaC9Zt0gk6lVG&cv=1&size=thumb_240_240,sunbv56_song_dataset+vietlyrics,ZW6UACD0,cross_verified,pipeline_v2_expansion,1.0
RMVM_S_ea0274192f,Lạc Mất Nhau Rồi,"Đức Vinh, Đức Hiếu",ART_031b3618c6,Đêm Huyền Diệu,ALB_49aa8d273c,nhạc trữ tình,BOLERO_TRUTINH,deterministic_mapping,TIER_A,,unverified_null,,https://a128-z3.zmdcdn.me/f73df7c9dde45e825a00e8fd8cc32e4a?authen=exp=1772900652~acl=/f73df7c9dde45e825a00e8fd8cc32e4a*~hmac=613d1000ec1263f012bda798b97483c0,,,https://photo-playlist-zmp3.zadn.vn/s3/v2/background-playlist?src=HavtoclCgWuG7IPwsHSpO-FSoxhKNqaghN1tUqyokkjUiFNXk2vvVSEflgFnO2eno-JovE1ySp2Mf_Ba_tmzO9FsgxMhA6SmmAUjuVrrDccLgAle-dinEi3r_jMeAs5GmFJvsAmiUGA5eFMU_Y8eOScb_ulv83OPcgtvnR0ZUrUTeQ6BeMWr6RHY8GYEgS9PRUSOoNfarmm3tPW7oLyKoW&cv=1&size=thumb_240_240,sunbv56_song_dataset+vietlyrics,ZW9A8877,cross_verified,pipeline_v2_expansion,1.0
RMVM_S_a102219279,Cô Bé Mắt Nai,Cảnh Hàn,ART_94d4d7e8a0,Mưa Tình Yêu,ALB_c1ededacab,nhạc trẻ,POP_BALLAD,deterministic_mapping,TIER_A,,unverified_null,,https://a128-z3.zmdcdn.me/abf248489cdc0b1ed5435cb77bdc3e7e?authen=exp=1772900654~acl=/abf248489cdc0b1ed5435cb77bdc3e7e*~hmac=5f5bfea23906e9fd76b7425f91b079bc,,,https://photo-playlist-zmp3.zadn.vn/s2/v2/background-playlist?src=HavtoclCgWuG7IRzg4mh8vc7pL1W0a7C6uM64YbC4e0JoCfLE51BrqwCobKWKLJIIe_FKYK5L80Vty879mTPqKYFprCe0W26HjdAQIu1LUf3tSjhBGPBiGIAnor_21hII8_DE7WA1AeRXyjsCGb9v1oBapWWGWUgEceTEY526gerI0wr68FkP6aYVG&cv=1&size=thumb_240_240,sunbv56_song_dataset+vietlyrics,ZWZDO7EW,cross_verified,pipeline_v2_expansion,1.0
RMVM_S_013f09741f,Liên Khúc Trộm Nhìn Nhau,"Thái Trâm, Trương Huy",ART_7773330778,Ai Khổ Vì Ai,ALB_b4bffdf107,nhạc trữ tình,BOLERO_TRUTINH,deterministic_mapping,TIER_A,,unverified_null,,https://a128-z3.zmdcdn.me/9f8a96c87857e09977d5e21a99ec4a93?authen=exp=1772900656~acl=/9f8a96c87857e09977d5e21a99ec4a93*~hmac=b074b6a98a0ce0881e224fca880aa31b,,,https://photo-playlist-zmp3.zadn.vn/s1/v2/background-playlist?src=HavtoclCgWuG7IRg8JKfCrYAzK2Z37VGshEhfZEUf7WDLKAzBPp0BnWU0FHZpumdLL97vN-MZtf7KaUhBuZGVqHJIVf-YOLu5LjD-Yg2XdaHNXgiS8NNBH1U9gnyXRyj55iXh7wU_t90LttWSC-SFaLTQEToqUHjJLichd6Sgcf10sY_EjBaGmhwu9rpMYRkaDAe2hlOlIEF4rtx5LITQmBNKguYVG&cv=1&size=thumb_240_240,sunbv56_song_dataset+vietlyrics,ZW8IDZ8I,cross_verified,pipeline_v2_expansion,1.0
RMVM_S_aa2bf59378,Mưa Trong Mắt Em,Thu Phương,ART_4933834873,Vườn Yêu,ALB_9ad5c14ba5,nhạc trẻ,POP_BALLAD,deterministic_mapping,TIER_A,,unverified_null,,https://a128-z3.zmdcdn.me/2efccd6a604ee1ad6a31e33bd541717d?authen=exp=1772900657~acl=/2efccd6a604ee1ad6a31e33bd541717d*~hmac=8cad80deb1633c9109fc333e67a42a94,,,https://static-zmp3.zadn.vn/skins/zmp3-v6.1/images/thumb-share.jpg,sunbv56_song_dataset+vietlyrics,ZWZBEWAZ,cross_verified,pipeline_v2_expansion,1.0
RMVM_S_e1a43cb0b3,Xe Đạp Bốn Bánh,Bé Bào Ngư,ART_d278399f73,"Bé Ơi, Gì Thế Nhỉ?",ALB_321953511a,nhạc thiếu nhi,CHILDREN,deterministic_mapping,TIER_A,,unverified_null,,https://a128-z3.zmdcdn.me/4a0c9362a0523c557929a2777bb3c021?authen=exp=1772900664~acl=/4a0c9362a0523c557929a2777bb3c021*~hmac=f488b6e77ea4dd8e67a0b1eeae097b34,,,https://static-zmp3.zadn.vn/skins/zmp3-v6.1/images/thumb-share.jpg,sunbv56_song_dataset+vietlyrics,ZW9CZE7I,cross_verified,pipeline_v2_expansion,1.0
RMVM_S_8ba424b284,Đời Còn Cô Đơn (Beat),Lê Công,ART_719722a539,Hương Tình Cũ,ALB_70f39c9db2,nhạc trữ tình,BOLERO_TRUTINH,deterministic_mapping,TIER_A,,unverified_null,,https://a128-z3.zmdcdn.me/c6cfdce13c91436bf60cf88c4b9ef78f?authen=exp=1772548912~acl=/c6cfdce13c91436bf60cf88c4b9ef78f*~hmac=d26f418c48ab5771a6001afc5f07b751,,,https://photo-playlist-zmp3.zadn.vn/s3/v2/background-playlist?src=HavtoclCgWuG7IRoYboe0H03QDPhnEGAMq4Xc3Y8x4SN1Z3OViAhHqK6CjWisFvVHL8rsYpO-0X30cBPUugjNHTMPjzssQjN750srMlHw08G5cJREhAa1ne3OzaaolSF74qgscc4y0D40pkH9yfHiP-QOcZcCWzgqVdY6JmoY3cZU4Yfqj63UFyJ3xK&cv=1&size=thumb_240_240,sunbv56_song_dataset+vietlyrics,Z7BDAWU7,cross_verified,pipeline_v2_expansion,1.0
RMVM_S_4ef34f9c1b,Đêm Nghe Tiếng Mưa,Đan Kim,ART_753237ee8a,Tình Là Dây Oán,ALB_a0b3bf1513,nhạc trẻ,POP_BALLAD,deterministic_mapping,TIER_A,,unverified_null,,https://a128-z3.zmdcdn.me/e588589a34f86e29aac6355fb8d4044e?authen=exp=1772900661~acl=/e588589a34f86e29aac6355fb8d4044e*~hmac=efc62fe479d9715bef601c8b5c3b5eaa,,,https://photo-playlist-zmp3.zadn.vn/v2/background-playlist?src=HavtoclCgWuG7IPwsPVcwiiL9NY-tEUXYLnhA_BKgktEJNTozOdjxSvMS3waZUZhp5PmRFQ8wRgOK71k-OplxvDISshxYkcu_L1pCPs2xhZpK7acmCkmjBK2TtUZXxM-e0LrQTlKlRZkJ7OabTEnuA1TFMhRSWCPAFIDvnPtHdSRzGbz_N30xUbTtZmYVG&cv=1&size=thumb_240_240,sunbv56_song_dataset+vietlyrics,ZW8087U8,cross_verified,pipeline_v2_expansion,1.0
RMVM_S_325b49258f,Anh Mê Vợ Bé,"Hà Thanh Tâm, Mỹ Hạnh",ART_5a935b2d35,Anh Mê Vợ Bé,ALB_4fd2ca0c50,nhạc trẻ,POP_BALLAD,deterministic_mapping,TIER_A,,unverified_null,,https://a128-z3.zmdcdn.me/aa749a283b2355c9ec7f908345bc5e23?authen=exp=1772900663~acl=/aa749a283b2355c9ec7f908345bc5e23*~hmac=9562f39f98345360d93210a314e099d9,,,https://static-zmp3.zadn.vn/skins/zmp3-v6.1/images/thumb-share.jpg,sunbv56_song_dataset+vietlyrics,Z6B6BCOI,cross_verified,pipeline_v2_expansion,1.0
RMVM_S_b1f2e21740,Chuyện Bên Bờ Ao,"Bé Bào Ngư, Như Ý",ART_7500bc4ca0,,,,CHILDREN,artist_discography_verification,TIER_B,,unverified_null,,https://a128-z3.zmdcdn.me/f056da87c53df3004083ebcb65a139ca?authen=exp=1772900667~acl=/f056da87c53df3004083ebcb65a139ca*~hmac=5d9c316ed2aeb2a2290fe6213eb24614,,,https://static-zmp3.zadn.vn/skins/zmp3-v6.1/images/thumb-share.jpg,sunbv56_song_dataset+vietlyrics,ZW67FA8C,verified_from_artist_discography,pipeline_v2_expansion,
RMVM_S_534f7807f9,Cướp Vợ,Ngũ Cung,ART_98aa258398,Rock The Nation- Tìm Đến Nhau,ALB_3cedadaba7,,ROCK,artist_discography_verification,TIER_B,,unverified_null,,https://a128-z3.zmdcdn.me/d94d0d08c7595899e1404d9724df5ed7?authen=exp=1772900672~acl=/d94d0d08c7595899e1404d9724df5ed7*~hmac=feb35ac9847fdb0c20051ffed6a18158,,,https://photo-playlist-zmp3.zadn.vn/s3/v2/background-playlist?src=HavtoclCgWuG7IRmBZCXO3IjuRTFQcrhV--e-HmcPIOpgBdbHNGuPJEefh5U9Z0tC_l_j0aZP64pggwqMI8rCc7y_-0F8JCsPvMijGj7C39cdgUt4HzvO6hOzRb0V3LbOCtokru4PcrcWxku4qfXOJxDglDT14U5j0vIhft5glz_ZIOo&cv=1&size=thumb_240_240,sunbv56_song_dataset+vietlyrics,ZW6UBF7O,verified_from_artist_discography,pipeline_v2_expansion,
RMVM_S_b2d731df6c,Thầm Mang Ơn Anh,Trương Như Anh,ART_fe44284910,Ký Ức Về Anh,ALB_555580b8da,nhạc trẻ,POP_BALLAD,deterministic_mapping,TIER_A,,unverified_null,,https://a128-z3.zmdcdn.me/62a54a68511dd84c8a2abcd228975df6?authen=exp=1772900672~acl=/62a54a68511dd84c8a2abcd228975df6*~hmac=aae6c068713b5399eab66e07c345d0ed,,,https://photo-playlist-zmp3.zadn.vn/s1/v2/background-playlist?src=HavtoclCgWuG7IRgEp0udCEryGpKDfaChPnPrDPRrGZctX2QXHVTHQgP0ORSIe0EgfaMZyP6YWVwonM6aX2D0FgQ4uV24eG1_yn9XfGJWmxufnoBa7s62lgd6OgDFDbTzljLXDnVbLZyxbA6mYV6KFgW6uMFQS5SekuApi4dy1PvTldB0D0s5JuRNWK9qB7RQ29z&cv=1&size=thumb_240_240,sunbv56_song_dataset+vietlyrics,ZW8W8C7Z,cross_verified,pipeline_v2_expansion,1.0
RMVM_S_2fb4346c32,Tỉnh Giấc,Ngọc Liên,ART_c574883bb0,Ngọc Liên Collection,ALB_a75fda73cf,nhạc trữ tình,BOLERO_TRUTINH,deterministic_mapping,TIER_A,,unverified_null,,https://a128-z3.zmdcdn.me/2e032ee820fe3b3daed3de7e81259bb3?authen=exp=1772900675~acl=/2e032ee820fe3b3daed3de7e81259bb3*~hmac=abedaa240d184bae52369a65cb6f8325,,,https://photo-playlist-zmp3.zadn.vn/s1/v2/background-playlist?src=HavtoclCgWuG7IRmBXSppHJSqHIEdH66-rJJNypKNzMtN9uJYyL3ZEe1YHEBZaR5v57R5jc8HyIsMzr1seGLnkTTtqMFXaRDj5_THBA5GCpJLzT9l8vBruyLWaNwt4M6x5c7J-_RHvYK2ez9eP94rTeDWn7lWm-Rb3n0a4IvXW1QEyaAfhD5nm&cv=1&size=thumb_240_240,sunbv56_song_dataset+vietlyrics,ZW6A00WI,cross_verified,pipeline_v2_expansion,1.0
