song_id,title,artist,artist_id,genre,label_source,label_confidence,other_reason,audio_path,audio_status,lyrics_path,lyrics_status,cover_path,cover_status,release_year,year_status,tier,modality_state,dataset_version,release_year_status,release_year_source,lyrics_available,cover_available,audio_available,version_type,source,source_id
RMVM_S_b07c76ba07,Cứ Xem Là Giấc Mơ,Trịnh Thế Phong,ART_806f582dab,POP_BALLAD,vietlyrics_curated,0.95,,,missing_unmaterialized,,missing,,missing,,missing,TIER_A,XXX,v2,missing,missing,0,0,0,original_recording,sunbv56_song_dataset+vietlyrics,Z6W7EFOO
RMVM_S_5c36546a4d,Thôi Thì Ta Chia Tay,Mai Tuấn,ART_b4d3323fac,BOLERO_TRUTINH,vietlyrics_curated,0.95,,,missing_unmaterialized,,missing,,missing,,missing,TIER_A,XXX,v2,missing,missing,0,0,0,original_recording,sunbv56_song_dataset+vietlyrics,ZZFE66B0
RMVM_S_0c8867b8eb,Đêm Trăng Tình Yêu (Lofi Version),Hương Tú,ART_c84ec39c16,POP_BALLAD,vietlyrics_curated,0.95,,,missing_unmaterialized,,missing,,missing,,missing,TIER_A,XXX,v2,missing,missing,0,0,0,original_recording,sunbv56_song_dataset+vietlyrics,ZU7F67EZ
RMVM_S_01e8014ef7,Người Anh Em Của Tôi,Lâm Chấn Huy,ART_6c383e0ed1,POP_BALLAD,vietlyrics_curated,0.95,,,missing_unmaterialized,,missing,,missing,,missing,TIER_A,XXX,v2,missing,missing,0,0,0,original_recording,sunbv56_song_dataset+vietlyrics,ZWB0DCWW
RMVM_S_31438804b0,Con Bướm Xuân (Beat),Lâm Chấn Huy,ART_6c383e0ed1,POP_BALLAD,vietlyrics_curated,0.95,,,missing_unmaterialized,,missing,,missing,,missing,TIER_A,XXX,v2,missing,missing,0,0,0,original_recording,sunbv56_song_dataset+vietlyrics,ZW78EBDB
RMVM_S_b5fdfeebf6,Anh Đã Khóc Vì Em (Remix),"Đinh Tùng Huy, Htrol",ART_00738f2445,POP_BALLAD,vietlyrics_curated,0.95,,,missing_unmaterialized,,missing,,missing,,missing,TIER_A,XXX,v2,missing,missing,0,0,0,original_recording,sunbv56_song_dataset+vietlyrics,ZWAECUF9
RMVM_S_1eab2e1ea3,Học Mèo Kêu (Cover),"Trương Linh Đan, Long Hải, Đường Hưng",ART_53921a840b,POP_BALLAD,vietlyrics_curated,0.95,,,missing_unmaterialized,,missing,,missing,,missing,TIER_A,XXX,v2,missing,missing,0,0,0,original_recording,sunbv56_song_dataset+vietlyrics,ZW9C7A9O
RMVM_S_f1a9f008e8,Đừng Nhìn Anh Khóc Mới Biết Anh Đau (Beat),Tường Quân,ART_d069eccc5a,POP_BALLAD,vietlyrics_curated,0.95,,,missing_unmaterialized,,missing,,missing,,missing,TIER_A,XXX,v2,missing,missing,0,0,0,original_recording,sunbv56_song_dataset+vietlyrics,ZW8WUZO9
RMVM_S_110a0ffa2c,Khúc hát sông quê,Bùi Lê Mận,ART_0947e85a24,POP_BALLAD,vietlyrics_curated,0.95,,,missing_unmaterialized,,missing,,missing,,missing,TIER_A,XXX,v2,missing,missing,0,0,0,original_recording,sunbv56_song_dataset+vietlyrics,Z6E0O9C8
RMVM_S_c7974da34a,Không Dành Cho Em,AndyShin,ART_902cc33a81,POP_BALLAD,vietlyrics_curated,0.95,,,missing_unmaterialized,,missing,,missing,,missing,TIER_A,XXX,v2,missing,missing,0,0,0,original_recording,sunbv56_song_dataset+vietlyrics,ZWAEUUEO
RMVM_S_8c7a87aa29,Đợi Chờ Một Người Không Thật Lòng,Phạm Thanh Thảo,ART_76b3eb7b40,POP_BALLAD,vietlyrics_curated,0.95,,,missing_unmaterialized,,missing,,missing,,missing,TIER_A,XXX,v2,missing,missing,0,0,0,original_recording,sunbv56_song_dataset+vietlyrics,ZWZBFA7C
RMVM_S_3a6d3b8b54,Mùa Hạ Và Những Chùm Hoa Nắng,Trịnh Nhật Minh,ART_ca5769a928,BOLERO_TRUTINH,vietlyrics_curated,0.95,,,missing_unmaterialized,,missing,,missing,,missing,TIER_A,XXX,v2,missing,missing,0,0,0,original_recording,sunbv56_song_dataset+vietlyrics,ZW9D8Z86
RMVM_S_d3d143b97c,Giọt Nước Mắt Khóc Hai Cuộc Đời,Gia Lạc,ART_50ae37329e,BOLERO_TRUTINH,vietlyrics_curated,0.95,,,missing_unmaterialized,,missing,,missing,,missing,TIER_A,XXX,v2,missing,missing,0,0,0,original_recording,sunbv56_song_dataset+vietlyrics,ZW79DEBI
RMVM_S_f3d69d8899,Yêu Lần Nữa Không,"A.C Xuân Tài, Thanh Maii",ART_86dacb501d,POP_BALLAD,vietlyrics_curated,0.95,,,missing_unmaterialized,,missing,,missing,,missing,TIER_A,XXX,v2,missing,missing,0,0,0,original_recording,sunbv56_song_dataset+vietlyrics,ZZEED70I
RMVM_S_05e71b66d2,Đồng Nai Vươn Tầm Cao Mới,Tạ Minh Tâm,ART_fe936cc3d7,POP_BALLAD,vietlyrics_curated,0.95,,,missing_unmaterialized,,missing,,missing,,missing,TIER_A,XXX,v2,missing,missing,0,0,0,original_recording,sunbv56_song_dataset+vietlyrics,ZUICZ979
RMVM_S_ed109f1bb5,Anh Nhớ Em Người Yêu Cũ (Cover),Nhật Trí,ART_5d0bea016e,POP_BALLAD,vietlyrics_curated,0.95,,,missing_unmaterialized,,missing,,missing,,missing,TIER_A,XXX,v2,missing,missing,0,0,0,original_recording,sunbv56_song_dataset+vietlyrics,ZW9CWCEW
RMVM_S_7a68f005e1,Giận Hờn 2,Hồng Phượng,ART_50c59db3c2,BOLERO_TRUTINH,vietlyrics_curated,0.95,,,missing_unmaterialized,,missing,,missing,,missing,TIER_A,XXX,v2,missing,missing,0,0,0,original_recording,sunbv56_song_dataset+vietlyrics,Z6UUIDFU
RMVM_S_a4d104477a,Anh Chỉ Yêu Em Tạm Thời (Remix),Saka Trương Tuyền,ART_3dbd6dca03,POP_BALLAD,vietlyrics_curated,0.95,,,missing_unmaterialized,,missing,,missing,,missing,TIER_A,XXX,v2,missing,missing,0,0,0,original_recording,sunbv56_song_dataset+vietlyrics,ZW78AIZ6
RMVM_S_826c9f0312,Liên Khúc Nếu Xuân Này Vắng Anh – Khúc Nhạc Ngày Xuân,"Phương Trần, Phạm Hiền",ART_cb406d3fb5,POP_BALLAD,vietlyrics_curated,0.95,,,missing_unmaterialized,,missing,,missing,,missing,TIER_A,XXX,v2,missing,missing,0,0,0,original_recording,sunbv56_song_dataset+vietlyrics,ZWA7UFFD
RMVM_S_193503ac99,Lk Tàu Về Quê Hương (Remix),"Saka Trương Tuyền, Quách Thành Danh",ART_f428da8960,DANCE_EDM,vietlyrics_curated,0.95,,,missing_unmaterialized,,missing,,missing,,missing,TIER_A,XXX,v2,missing,missing,0,0,0,original_recording,sunbv56_song_dataset+vietlyrics,Z6IB7IO9
RMVM_S_588e7e61cb,Khóc Giữa Trời Mưa (Piano Version),Vương Anh Tú,ART_b5427a3989,POP_BALLAD,vietlyrics_curated,0.95,,,missing_unmaterialized,,missing,,missing,,missing,TIER_A,XXX,v2,missing,missing,0,0,0,original_recording,sunbv56_song_dataset+vietlyrics,ZOFEI0FA
RMVM_S_e5ad9f27f3,Khi Em Ra Đi,"Châu Khải Phong, Anh Thi",ART_c025ba7183,POP_BALLAD,vietlyrics_curated,0.95,,,missing_unmaterialized,,missing,,missing,,missing,TIER_A,XXX,v2,missing,missing,0,0,0,original_recording,sunbv56_song_dataset+vietlyrics,Z7O8B8EF
RMVM_S_3776395768,Lời Ru Của Đất,Thiều Thu Sa,ART_af9e91b62c,BOLERO_TRUTINH,vietlyrics_curated,0.95,,,missing_unmaterialized,,missing,,missing,,missing,TIER_A,XXX,v2,missing,missing,0,0,0,original_recording,sunbv56_song_dataset+vietlyrics,ZUIAUF8O
RMVM_S_ddd01fc28a,Câu Chuyện Cười,DuUyen,ART_86c3aba381,POP_BALLAD,vietlyrics_curated,0.95,,,missing_unmaterialized,,missing,,missing,,missing,TIER_A,XXX,v2,missing,missing,0,0,0,original_recording,sunbv56_song_dataset+vietlyrics,ZU7C9IEZ
RMVM_S_9e1c9054eb,Cho Nhau Một Cuộc Tình Thủy Chung,"Đình Phong, Linh Trang",ART_126285ba82,POP_BALLAD,vietlyrics_curated,0.95,,,missing_unmaterialized,,missing,,missing,,missing,TIER_A,XXX,v2,missing,missing,0,0,0,original_recording,sunbv56_song_dataset+vietlyrics,ZWA978Z9
RMVM_S_154c6339de,Liêm Sỉ Gì Tầm Này Em Ơi (Beat),Mario Band,ART_618a788de3,POP_BALLAD,vietlyrics_curated,0.95,,,missing_unmaterialized,,missing,,missing,,missing,TIER_A,XXX,v2,missing,missing,0,0,0,original_recording,sunbv56_song_dataset+vietlyrics,ZWAFCIAD
RMVM_S_9d0ed3348d,Cố Giữ Hay Phải Quên Đi,Lê Trọng Hiếu,ART_32e1606a3a,POP_BALLAD,vietlyrics_curated,0.95,,,missing_unmaterialized,,missing,,missing,,missing,TIER_A,XXX,v2,missing,missing,0,0,0,original_recording,sunbv56_song_dataset+vietlyrics,ZW9E86ZF
RMVM_S_427bbcb8be,Hạnh Phúc Bất Chợt,Ngọc Thúy,ART_885a5ea3eb,INSTRUMENTAL,vietlyrics_curated,0.95,,,missing_unmaterialized,,missing,,missing,,missing,TIER_A,XXX,v2,missing,missing,0,0,0,original_recording,sunbv56_song_dataset+vietlyrics,ZW78DODF
RMVM_S_7a53b78ecc,Chắc Anh Đã Yêu Người Mới,"Lãnh Cung, 20X",ART_33c472d89f,POP_BALLAD,vietlyrics_curated,0.95,,,missing_unmaterialized,,missing,,missing,,missing,TIER_A,XXX,v2,missing,missing,0,0,0,original_recording,sunbv56_song_dataset+vietlyrics,Z69AE6CD
RMVM_S_c89a0ac379,Mùi Vị Tình Yêu,Mai Tiến Dũng,ART_599ee93244,INSTRUMENTAL,vietlyrics_curated,0.95,,,missing_unmaterialized,,missing,,missing,,missing,TIER_A,XXX,v2,missing,missing,0,0,0,original_recording,sunbv56_song_dataset+vietlyrics,ZWZAEIFC
RMVM_S_989a77a3df,Liên Khúc Khung Trời Ngày Xưa,"Đan Trường, Cẩm Ly",ART_bd76ca1d3c,POP_BALLAD,vietlyrics_curated,0.95,,,missing_unmaterialized,,missing,,missing,,missing,TIER_A,XXX,v2,missing,missing,0,0,0,original_recording,sunbv56_song_dataset+vietlyrics,ZWA96EU0
RMVM_S_732c7f14e5,Mashup Kẻ Cắp Trái Tim - Trái Tim Hoang Đường,Vũ Uyên Nhi,ART_89886758cc,POP_BALLAD,vietlyrics_curated,0.95,,,missing_unmaterialized,,missing,,missing,,missing,TIER_A,XXX,v2,missing,missing,0,0,0,original_recording,sunbv56_song_dataset+vietlyrics,ZW9A9ZIO
RMVM_S_c3673f8137,Anh Cần Em (Acoustic),Wynn,ART_41071e1f5a,POP_BALLAD,vietlyrics_curated,0.95,,,missing_unmaterialized,,missing,,missing,,missing,TIER_A,XXX,v2,missing,missing,0,0,0,original_recording,sunbv56_song_dataset+vietlyrics,ZWAF9I6C
RMVM_S_1967ecb779,Hoàng Hôn Bên Ô Cửa,Kiều Thanh Sơn,ART_c55a3e6667,POP_BALLAD,vietlyrics_curated,0.95,,,missing_unmaterialized,,missing,,missing,,missing,TIER_A,XXX,v2,missing,missing,0,0,0,original_recording,sunbv56_song_dataset+vietlyrics,ZW9CBW06
RMVM_S_6f173fea12,Chuyện Tình Chàng Mù,Thái Phong Vũ,ART_af360fbe16,POP_BALLAD,vietlyrics_curated,0.95,,,missing_unmaterialized,,missing,,missing,,missing,TIER_A,XXX,v2,missing,missing,0,0,0,original_recording,sunbv56_song_dataset+vietlyrics,ZW6I06IF
RMVM_S_728ceba892,Dối Lòng Để Hy Vọng,AndyShin,ART_902cc33a81,POP_BALLAD,vietlyrics_curated,0.95,,,missing_unmaterialized,,missing,,missing,,missing,TIER_A,XXX,v2,missing,missing,0,0,0,original_recording,sunbv56_song_dataset+vietlyrics,ZWAFC6II
RMVM_S_3b0c545274,Đến Nỗi Buồn Cũng Cô Đơn (Remix),"Tâm VLy, Lý Nhật Nam, Phan Linh",ART_6e1df25f10,POP_BALLAD,vietlyrics_curated,0.95,,,missing_unmaterialized,,missing,,missing,,missing,TIER_A,XXX,v2,missing,missing,0,0,0,original_recording,sunbv56_song_dataset+vietlyrics,ZUWFB08B
RMVM_S_2caf1db2a5,Huyền Thoại Hoa Cúc Trắng,Đức Thịnh,ART_383670474b,POP_BALLAD,vietlyrics_curated,0.95,,,missing_unmaterialized,,missing,,missing,,missing,TIER_A,XXX,v2,missing,missing,0,0,0,original_recording,sunbv56_song_dataset+vietlyrics,ZWZDWD7O
RMVM_S_ab34d6731d,Liên Khúc Nỗi Nhớ Mùa Đông - Xa Rồi Mùa Đông,Thu Phương,ART_4933834873,BOLERO_TRUTINH,vietlyrics_curated,0.95,,,missing_unmaterialized,,missing,,missing,,missing,TIER_A,XXX,v2,missing,missing,0,0,0,original_recording,sunbv56_song_dataset+vietlyrics,ZWAI09UO
RMVM_S_afe6bd5b8f,Liên Khúc Hoàng Tử Trong Mơ,Đan Trường,ART_d7d6ae2597,POP_BALLAD,vietlyrics_curated,0.95,,,missing_unmaterialized,,missing,,missing,,missing,TIER_A,XXX,v2,missing,missing,0,0,0,original_recording,sunbv56_song_dataset+vietlyrics,ZWZFBCU0
RMVM_S_2136f20871,Em mang giấc mơ anh về đâu,Nhật Tinh Anh,ART_497554b7f8,POP_BALLAD,vietlyrics_curated,0.95,,,missing_unmaterialized,,missing,,missing,,missing,TIER_A,XXX,v2,missing,missing,0,0,0,original_recording,sunbv56_song_dataset+vietlyrics,ZW786709
RMVM_S_492ad4777e,Nỗi Lòng Công Nhân Thủy Sản,Tâm Đệ,ART_0855801a84,POP_BALLAD,vietlyrics_curated,0.95,,,missing_unmaterialized,,missing,,missing,,missing,TIER_A,XXX,v2,missing,missing,0,0,0,original_recording,sunbv56_song_dataset+vietlyrics,Z6DCUEZU
RMVM_S_531fcda3da,Cảm Ơn Anh,Anh T.O.M,ART_a81263ea22,POP_BALLAD,vietlyrics_curated,0.95,,,missing_unmaterialized,,missing,,missing,,missing,TIER_A,XXX,v2,missing,missing,0,0,0,original_recording,sunbv56_song_dataset+vietlyrics,ZW79ZIZF
RMVM_S_5f95fd3919,Bêlem Quạnh Hiu,Hồng Nhung,ART_cae1d62498,OTHER,vietlyrics_curated,0.95,Out of taxonomy western track,,missing_unmaterialized,,missing,,missing,,missing,TIER_A,XXX,v2,missing,missing,0,0,0,original_recording,vietlyrics,ZW788CE0
