song_id,genre,artist,audio_available,lyrics_available,cover_available,release_year_verified,audio_path,lyrics_path,cover_path
RMVM_S_ff2e13db98,BOLERO_TRUTINH,Bùi Tuyết Mai,False,False,True,False,,,data/covers/RMVM_S_ff2e13db98.jpg
RMVM_S_96b63185d3,POP_BALLAD,David Tuấn Anh,False,False,True,False,,,data/covers/RMVM_S_96b63185d3.jpg
RMVM_S_dffaa972d8,POP_BALLAD,Nguyễn Phi Hùng,False,False,True,False,,,data/covers/RMVM_S_dffaa972d8.jpg
RMVM_S_e166a4c5d2,INSTRUMENTAL,Hoàng Lan,False,False,True,False,,,data/covers/RMVM_S_e166a4c5d2.jpg
RMVM_S_d6ba468377,POP_BALLAD,Hy Nam,False,False,True,False,,,data/covers/RMVM_S_d6ba468377.jpg
RMVM_S_20a8b6c1f1,POP_BALLAD,Diijam Studio,False,False,True,False,,,data/covers/RMVM_S_20a8b6c1f1.jpg
RMVM_S_5361de113d,POP_BALLAD,"Nguyễn Lê Hoàng Anh, Lập Nguyên, Nguyễn Hoàng Anh Official",False,False,True,False,,,data/covers/RMVM_S_5361de113d.jpg
RMVM_S_46f5ddf51f,POP_BALLAD,Vân Du,False,False,True,False,,,data/covers/RMVM_S_46f5ddf51f.jpg
RMVM_S_eedb13bbfa,BOLERO_TRUTINH,Hà Thanh Xuân,False,False,True,False,,,data/covers/RMVM_S_eedb13bbfa.jpg
RMVM_S_baa7c878a1,BOLERO_TRUTINH,Thu Minh,False,False,True,False,,,data/covers/RMVM_S_baa7c878a1.jpg
RMVM_S_5dd6c9c607,BOLERO_TRUTINH,Thu Phương,False,False,True,False,,,data/covers/RMVM_S_5dd6c9c607.jpg
RMVM_S_0221532bd3,POP_BALLAD,Khánh Phương,False,False,True,False,,,data/covers/RMVM_S_0221532bd3.jpg
RMVM_S_281c71ff87,BOLERO_TRUTINH,"Huỳnh Thanh Thảo, Lý Công",False,False,True,False,,,data/covers/RMVM_S_281c71ff87.jpg
RMVM_S_10f2a072c4,POP_BALLAD,Lý Hải,False,False,True,False,,,data/covers/RMVM_S_10f2a072c4.jpg
RMVM_S_319395d65c,POP_BALLAD,Minh Tài,False,False,True,False,,,data/covers/RMVM_S_319395d65c.jpg
RMVM_S_78ab93b47f,POP_BALLAD,Lâm Trí Hải,False,False,True,False,,,data/covers/RMVM_S_78ab93b47f.jpg
RMVM_S_f42e813a32,POP_BALLAD,Ân Thiên Vỹ,False,False,True,False,,,data/covers/RMVM_S_f42e813a32.jpg
RMVM_S_84848475d4,POP_BALLAD,Bằng Cường,False,False,True,False,,,data/covers/RMVM_S_84848475d4.jpg
RMVM_S_cd9817e7b5,FOLK_TRADITIONAL,Cao Minh,False,False,True,False,,,data/covers/RMVM_S_cd9817e7b5.jpg
RMVM_S_4c424ec6d6,BOLERO_TRUTINH,Việt Vũ,False,False,True,False,,,data/covers/RMVM_S_4c424ec6d6.jpg
RMVM_S_b5b00d22be,INSTRUMENTAL,Thế Sơn,False,False,True,False,,,data/covers/RMVM_S_b5b00d22be.jpg
RMVM_S_9c89e775ef,POP_BALLAD,Thanh Long,False,False,True,False,,,data/covers/RMVM_S_9c89e775ef.jpg
RMVM_S_c060894eed,POP_BALLAD,"Dương Hồng Loan, Huỳnh Nguyễn Công Bằng",False,False,False,False,,,
RMVM_S_4d4a9ba695,RAP_HIPHOP,"Thẩm Dĩ Thành, tiết minh viện",False,False,True,False,,,data/covers/RMVM_S_4d4a9ba695.jpg
RMVM_S_7651de8a7c,POP_BALLAD,Chu Bin,False,False,True,False,,,data/covers/RMVM_S_7651de8a7c.jpg
RMVM_S_8ad42f411f,POP_BALLAD,"Dương Ngọc Vũ, Thanh Tuyền",False,False,True,False,,,data/covers/RMVM_S_8ad42f411f.jpg
RMVM_S_9f84e54abd,POP_BALLAD,"Thanh Ngân, Gia Tiến",False,False,True,False,,,data/covers/RMVM_S_9f84e54abd.jpg
RMVM_S_0dc751e296,NHAC_TRINH,Mai Trung Hậu,False,False,True,False,,,data/covers/RMVM_S_0dc751e296.jpg
RMVM_S_32f74f73db,POP_BALLAD,"Anie Như Thùy, Lương Thăng",False,False,True,False,,,data/covers/RMVM_S_32f74f73db.jpg
RMVM_S_d20ae0b0c8,POP_BALLAD,Lê Phú,False,False,True,False,,,data/covers/RMVM_S_d20ae0b0c8.jpg
RMVM_S_22092e48d3,BOLERO_TRUTINH,"Võ Thanh Linh, Lê Khanh",False,False,True,False,,,data/covers/RMVM_S_22092e48d3.jpg
RMVM_S_5533f9dc15,POP_BALLAD,Tứ Hải Giai Huynh Đệ,False,False,True,False,,,data/covers/RMVM_S_5533f9dc15.jpg
RMVM_S_9244701544,BOLERO_TRUTINH,"Văn Hương, Thùy Dương, CT",False,False,True,False,,,data/covers/RMVM_S_9244701544.jpg
RMVM_S_16f63f1e0e,BOLERO_TRUTINH,Mỹ Nhung,False,False,True,False,,,data/covers/RMVM_S_16f63f1e0e.jpg
RMVM_S_24eb02b04c,POP_BALLAD,"Như Phượng, Đức Quang",False,False,True,False,,,data/covers/RMVM_S_24eb02b04c.jpg
RMVM_S_a8af2db132,INSTRUMENTAL,Chu Bin,False,False,True,False,,,data/covers/RMVM_S_a8af2db132.jpg
RMVM_S_86ddf9f3d8,POP_BALLAD,Thanh Ngân,False,False,True,False,,,data/covers/RMVM_S_86ddf9f3d8.jpg
RMVM_S_63cd867d17,POP_BALLAD,"Mai Diễm My, Văn Hương",False,False,True,False,,,data/covers/RMVM_S_63cd867d17.jpg
RMVM_S_f37bc48601,POP_BALLAD,"Long Nhật, Vân Khánh",False,False,True,False,,,data/covers/RMVM_S_f37bc48601.jpg
RMVM_S_4affe636f9,CHILDREN,Cô Ú,False,False,True,False,,,data/covers/RMVM_S_4affe636f9.jpg
RMVM_S_d29604f1e3,POP_BALLAD,Mỹ Nhung,False,False,True,False,,,data/covers/RMVM_S_d29604f1e3.jpg
RMVM_S_4525478358,POP_BALLAD,Minh Vy,False,False,False,False,,,
RMVM_S_ca2ef03e6a,POP_BALLAD,"Vũ Duy Khánh, Dj Moon",False,False,True,False,,,data/covers/RMVM_S_ca2ef03e6a.jpg
RMVM_S_3f222ca32b,INSTRUMENTAL,"Ngọc Khang, Đào Trọng Hải, Star Online",False,False,True,False,,,data/covers/RMVM_S_3f222ca32b.jpg
RMVM_S_528356ec6e,BOLERO_TRUTINH,"Quang Lê, Mai Thiên Vân",False,False,True,False,,,data/covers/RMVM_S_528356ec6e.jpg
RMVM_S_45b094cc13,INSTRUMENTAL,Tháng Tám Berry,False,False,True,False,,,data/covers/RMVM_S_45b094cc13.jpg
RMVM_S_b5720df997,BOLERO_TRUTINH,"Phương Phạm Guitarist, Minh Chuyên",False,False,True,False,,,data/covers/RMVM_S_b5720df997.jpg
RMVM_S_81cc7a78f2,BOLERO_TRUTINH,Huỳnh Thật,False,False,True,False,,,data/covers/RMVM_S_81cc7a78f2.jpg
RMVM_S_ecb2101752,POP_BALLAD,Trương Khải Minh,False,False,True,False,,,data/covers/RMVM_S_ecb2101752.jpg
RMVM_S_d690d34589,POP_BALLAD,"Phi Nga, Star Online",False,False,True,False,,,data/covers/RMVM_S_d690d34589.jpg
RMVM_S_dfe831f3ab,POP_BALLAD,Nhất Thiên Bảo,False,False,True,False,,,data/covers/RMVM_S_dfe831f3ab.jpg
RMVM_S_469f13c0fa,POP_BALLAD,Phú Tiến Phú,False,False,True,False,,,data/covers/RMVM_S_469f13c0fa.jpg
RMVM_S_082e49dd9b,POP_BALLAD,Lâm Hùng,False,False,True,False,,,data/covers/RMVM_S_082e49dd9b.jpg
RMVM_S_f3776491ac,BOLERO_TRUTINH,"Khánh Hà, Trần Thu Hà",False,False,False,False,,,
RMVM_S_5789740573,POP_BALLAD,Hoàng Lâm,False,False,True,False,,,data/covers/RMVM_S_5789740573.jpg
RMVM_S_b632284a6a,POP_BALLAD,"Đỗ Tuyết Nhi, Bé Đinh Anh Khoa",False,False,True,False,,,data/covers/RMVM_S_b632284a6a.jpg
RMVM_S_7ab371192b,POP_BALLAD,"Anh Nguyễn, Mai Tiến Đạt",False,False,True,False,,,data/covers/RMVM_S_7ab371192b.jpg
RMVM_S_1722cbcc39,BOLERO_TRUTINH,Don Hồ,False,False,False,False,,,
RMVM_S_6debdcbb1f,BOLERO_TRUTINH,Hoàng Lâm,False,False,True,False,,,data/covers/RMVM_S_6debdcbb1f.jpg
RMVM_S_4c05893f9b,POP_BALLAD,Tô Phương Trang,False,False,True,False,,,data/covers/RMVM_S_4c05893f9b.jpg
RMVM_S_3c834b6742,BOLERO_TRUTINH,"NSND Thanh Hoa, NSƯT Đức Long",False,False,True,False,,,data/covers/RMVM_S_3c834b6742.jpg
RMVM_S_0223dc9e10,POP_BALLAD,Lâm Bảo Phi,False,False,True,False,,,data/covers/RMVM_S_0223dc9e10.jpg
RMVM_S_1aade217f6,BOLERO_TRUTINH,Ngọc Ánh Sáng,False,False,True,False,,,data/covers/RMVM_S_1aade217f6.jpg
RMVM_S_125f8223f2,POP_BALLAD,Khang Lê,False,False,True,False,,,data/covers/RMVM_S_125f8223f2.jpg
RMVM_S_94319aea62,POP_BALLAD,Nguyễn Phi Hùng,False,False,True,False,,,data/covers/RMVM_S_94319aea62.jpg
RMVM_S_fbe1978941,BOLERO_TRUTINH,Trung Hậu,False,False,True,False,,,data/covers/RMVM_S_fbe1978941.jpg
RMVM_S_26bd162770,POP_BALLAD,"Phương Huyền, Lê Minh MTV",False,False,True,False,,,data/covers/RMVM_S_26bd162770.jpg
RMVM_S_d033383700,BOLERO_TRUTINH,Nhiều nghệ sĩ,False,False,True,False,,,data/covers/RMVM_S_d033383700.jpg
RMVM_S_b7f3082532,POP_BALLAD,"Mai Tiến Đạt, CT",False,False,True,False,,,data/covers/RMVM_S_b7f3082532.jpg
RMVM_S_de449ce9e5,POP_BALLAD,"Rap Việt, Limitlxss, Vũ Thảo My",False,False,True,True,,,data/covers/RMVM_S_de449ce9e5.jpg
RMVM_S_d877b913ad,INSTRUMENTAL,"Chế Thanh, Vũ Hải",False,False,True,False,,,data/covers/RMVM_S_d877b913ad.jpg
RMVM_S_1f646931ac,BOLERO_TRUTINH,Ân Thiên Vỹ,False,False,True,False,,,data/covers/RMVM_S_1f646931ac.jpg
RMVM_S_2119c880a2,POP_BALLAD,"Thanh Ngân, Minh Minh",False,False,True,False,,,data/covers/RMVM_S_2119c880a2.jpg
RMVM_S_fbf8ad493a,BOLERO_TRUTINH,Music of Friends,False,False,True,False,,,data/covers/RMVM_S_fbf8ad493a.jpg
RMVM_S_85e7093bf9,BOLERO_TRUTINH,Star Band,False,False,True,False,,,data/covers/RMVM_S_85e7093bf9.jpg
RMVM_S_5c72bd6594,FOLK_TRADITIONAL,Thu Hiền,False,False,True,False,,,data/covers/RMVM_S_5c72bd6594.jpg
RMVM_S_34ce7a759e,INSTRUMENTAL,Ngọc Ánh,False,False,True,False,,,data/covers/RMVM_S_34ce7a759e.jpg
RMVM_S_56005cc6c3,POP_BALLAD,Audicity,False,False,True,False,,,data/covers/RMVM_S_56005cc6c3.jpg
RMVM_S_2a507cd21e,POP_BALLAD,"Trịnh Thiên Ân, NAhy",False,False,True,False,,,data/covers/RMVM_S_2a507cd21e.jpg
RMVM_S_6fbc94393f,INSTRUMENTAL,Vu TC Nguyen,False,False,True,False,,,data/covers/RMVM_S_6fbc94393f.jpg
RMVM_S_ca17080aef,POP_BALLAD,Minh TiếnL,False,False,True,False,,,data/covers/RMVM_S_ca17080aef.jpg
RMVM_S_57f76bbeed,POP_BALLAD,Mỹ Nhung,False,False,True,False,,,data/covers/RMVM_S_57f76bbeed.jpg
RMVM_S_693aa08fc7,POP_BALLAD,Thiều Bảo Trang,False,False,True,False,,,data/covers/RMVM_S_693aa08fc7.jpg
RMVM_S_8f20f4506c,POP_BALLAD,Nguyễn Đình Vũ,False,False,True,False,,,data/covers/RMVM_S_8f20f4506c.jpg
RMVM_S_918791447c,POP_BALLAD,V.A,False,False,True,False,,,data/covers/RMVM_S_918791447c.jpg
RMVM_S_21328b4169,POP_BALLAD,Vũ Duy Khánh,False,False,True,False,,,data/covers/RMVM_S_21328b4169.jpg
RMVM_S_28e981d855,POP_BALLAD,Nhiều nghệ sĩ,False,False,True,False,,,data/covers/RMVM_S_28e981d855.jpg
RMVM_S_ce43205eb4,BOLERO_TRUTINH,B Ray,False,False,True,False,,,data/covers/RMVM_S_ce43205eb4.jpg
RMVM_S_ebe0b20452,BOLERO_TRUTINH,Nhiều nghệ sĩ,False,False,True,False,,,data/covers/RMVM_S_ebe0b20452.jpg
RMVM_S_a128a2db7d,POP_BALLAD,"Củ Cải, Vương Cây",False,False,True,False,,,data/covers/RMVM_S_a128a2db7d.jpg
RMVM_S_042f501a62,POP_BALLAD,"Ngô Thành Dương, Nachi Khang",False,False,True,False,,,data/covers/RMVM_S_042f501a62.jpg
RMVM_S_215c3d181a,POP_BALLAD,"Tika Tùng Anh, TinyQ",False,False,True,False,,,data/covers/RMVM_S_215c3d181a.jpg
RMVM_S_80b9ca8b2f,BOLERO_TRUTINH,Trọng Nghĩa,False,False,True,False,,,data/covers/RMVM_S_80b9ca8b2f.jpg
RMVM_S_988a11b42f,POP_BALLAD,Khang Lê,False,False,True,False,,,data/covers/RMVM_S_988a11b42f.jpg
RMVM_S_1884b5efcf,POP_BALLAD,Võ Minh Lê,False,False,True,False,,,data/covers/RMVM_S_1884b5efcf.jpg
RMVM_S_5ef376fe91,POP_BALLAD,Cao Tùng Huy,False,False,True,False,,,data/covers/RMVM_S_5ef376fe91.jpg
RMVM_S_0369da2d87,POP_BALLAD,Nhật Hào,False,False,True,False,,,data/covers/RMVM_S_0369da2d87.jpg
RMVM_S_1dc14477a5,POP_BALLAD,"Nguyễn Văn Chung, Thanh Goll",False,False,True,False,,,data/covers/RMVM_S_1dc14477a5.jpg
RMVM_S_0d3846cd18,POP_BALLAD,Mỹ Nhung,False,False,True,False,,,data/covers/RMVM_S_0d3846cd18.jpg
RMVM_S_441a29ee08,POP_BALLAD,Nguyễn Vĩ,False,False,True,False,,,data/covers/RMVM_S_441a29ee08.jpg
RMVM_S_32ad4d9505,FOLK_TRADITIONAL,Julia Doyle,False,False,True,False,,,data/covers/RMVM_S_32ad4d9505.jpg
RMVM_S_6866c85846,POP_BALLAD,Thanh Nhường,False,False,True,False,,,data/covers/RMVM_S_6866c85846.jpg
RMVM_S_07de612916,BOLERO_TRUTINH,Nguyễn Phú Quí,False,False,True,False,,,data/covers/RMVM_S_07de612916.jpg
RMVM_S_de9dbe9cdc,POP_BALLAD,TRANG,False,False,True,False,,,data/covers/RMVM_S_de9dbe9cdc.jpg
RMVM_S_64be8cc548,BOLERO_TRUTINH,"Nhã Vân, Xuân Hòa",False,False,True,False,,,data/covers/RMVM_S_64be8cc548.jpg
RMVM_S_37a052b99f,BOLERO_TRUTINH,La Hoàng Phúc,False,False,True,False,,,data/covers/RMVM_S_37a052b99f.jpg
RMVM_S_3355244cf2,POP_BALLAD,Vincent,False,False,True,False,,,data/covers/RMVM_S_3355244cf2.jpg
RMVM_S_9ddf7e39a2,BOLERO_TRUTINH,Chế Thanh,False,False,True,False,,,data/covers/RMVM_S_9ddf7e39a2.jpg
RMVM_S_2551c92f27,POP_BALLAD,Minh Thu,False,False,True,False,,,data/covers/RMVM_S_2551c92f27.jpg
RMVM_S_e636827b51,INSTRUMENTAL,Mèo Ú Guitar,False,False,True,False,,,data/covers/RMVM_S_e636827b51.jpg
RMVM_S_0df116a55c,POP_BALLAD,Huỳnh Thật,False,False,True,False,,,data/covers/RMVM_S_0df116a55c.jpg
RMVM_S_6a4d15eb0e,INSTRUMENTAL,Vũ Hoàng,False,False,True,False,,,data/covers/RMVM_S_6a4d15eb0e.jpg
RMVM_S_7936bd3cdb,INSTRUMENTAL,"Đặng Trí Trung, Võ Lam Phương",False,False,True,False,,,data/covers/RMVM_S_7936bd3cdb.jpg
RMVM_S_14cacf7423,POP_BALLAD,Kim Tuyến,False,False,True,False,,,data/covers/RMVM_S_14cacf7423.jpg
RMVM_S_74b9c9272c,POP_BALLAD,Đăng Khôi,False,False,True,False,,,data/covers/RMVM_S_74b9c9272c.jpg
RMVM_S_3b7330cd21,BOLERO_TRUTINH,Trọng Nghĩa,False,False,True,False,,,data/covers/RMVM_S_3b7330cd21.jpg
RMVM_S_88097b638c,POP_BALLAD,Mộng Thi,False,False,True,False,,,data/covers/RMVM_S_88097b638c.jpg
RMVM_S_0af3f651e9,POP_BALLAD,Vương Triệu Anh,False,False,True,False,,,data/covers/RMVM_S_0af3f651e9.jpg
RMVM_S_1af870ba0f,POP_BALLAD,Duc,False,False,True,False,,,data/covers/RMVM_S_1af870ba0f.jpg
RMVM_S_84e3e3badf,BOLERO_TRUTINH,"Mai Thiên Vân, Quỳnh Dung",False,False,False,False,,,
RMVM_S_97ad9cdda9,BOLERO_TRUTINH,"Vy Thúy Hằng, Lâm Quang Long",False,False,True,False,,,data/covers/RMVM_S_97ad9cdda9.jpg
RMVM_S_12faeeb769,BOLERO_TRUTINH,Diễm Hân,False,False,True,False,,,data/covers/RMVM_S_12faeeb769.jpg
RMVM_S_d46725d887,POP_BALLAD,Minh Thu,False,False,True,False,,,data/covers/RMVM_S_d46725d887.jpg
RMVM_S_5fc3cee1bf,POP_BALLAD,Phạm Kỳ,False,False,True,False,,,data/covers/RMVM_S_5fc3cee1bf.jpg
RMVM_S_3e4fe8ad9e,POP_BALLAD,"Nam Anh, Lê Chí Trung",False,False,True,False,,,data/covers/RMVM_S_3e4fe8ad9e.jpg
RMVM_S_508ddb81e3,POP_BALLAD,Hạnh Tiên,False,False,True,False,,,data/covers/RMVM_S_508ddb81e3.jpg
RMVM_S_aa06ce242f,POP_BALLAD,"Hà Thanh Tâm, Xu Xu",False,False,True,False,,,data/covers/RMVM_S_aa06ce242f.jpg
RMVM_S_ac69e4478c,INSTRUMENTAL,"Thạch Dũng, Thạch Dũng - Trần Xuân",False,False,True,False,,,data/covers/RMVM_S_ac69e4478c.jpg
RMVM_S_03bd0968b0,BOLERO_TRUTINH,"Cẩm Loan, Đoàn Minh",False,False,True,False,,,data/covers/RMVM_S_03bd0968b0.jpg
RMVM_S_6f4708a07e,POP_BALLAD,Hoàng Đình Đông Dương,False,False,True,False,,,data/covers/RMVM_S_6f4708a07e.jpg
RMVM_S_401a2a261a,POP_BALLAD,"Hoàng Dũng, BEAT CHAT LUONG CAO",False,False,True,False,,,data/covers/RMVM_S_401a2a261a.jpg
RMVM_S_5426f2e895,POP_BALLAD,La Hoàng Phúc,False,False,True,False,,,data/covers/RMVM_S_5426f2e895.jpg
RMVM_S_077c1d8ac6,BOLERO_TRUTINH,Đăng Anh,False,False,True,False,,,data/covers/RMVM_S_077c1d8ac6.jpg
RMVM_S_e46ff9e8bc,POP_BALLAD,"Hương Ly, Phát Hồ",False,False,True,False,,,data/covers/RMVM_S_e46ff9e8bc.jpg
RMVM_S_d6bae32311,POP_BALLAD,Kim Tuyến,False,False,True,False,,,data/covers/RMVM_S_d6bae32311.jpg
RMVM_S_d57107dc96,BOLERO_TRUTINH,Lê Trần Khánh Vy,False,False,True,False,,,data/covers/RMVM_S_d57107dc96.jpg
RMVM_S_cbaf69d2c2,POP_BALLAD,Bạc Cầm Diễm My,False,False,True,False,,,data/covers/RMVM_S_cbaf69d2c2.jpg
RMVM_S_d31ba1e017,POP_BALLAD,"BeeBoss, Tuấn Chung, Dương Huỳnh Khang",False,False,True,False,,,data/covers/RMVM_S_d31ba1e017.jpg
RMVM_S_7c04578685,BOLERO_TRUTINH,erdivii,False,False,True,False,,,data/covers/RMVM_S_7c04578685.jpg
RMVM_S_408dd3853f,POP_BALLAD,"Thúy Vân, Ân Thiên Vỹ",False,False,True,False,,,data/covers/RMVM_S_408dd3853f.jpg
RMVM_S_33898dced6,POP_BALLAD,"Hải Duget, Ca sĩ Tuyết Mai, Thy Trần, Thu Hương, Tuệ Quyên",False,False,True,False,,,data/covers/RMVM_S_33898dced6.jpg
RMVM_S_20fbebfbf7,POP_BALLAD,Võ Hoàng Lâm,False,False,True,False,,,data/covers/RMVM_S_20fbebfbf7.jpg
RMVM_S_14511f073b,POP_BALLAD,Hug DJ,False,False,True,False,,,data/covers/RMVM_S_14511f073b.jpg
RMVM_S_80c7ecb8f6,POP_BALLAD,"Bằng Kiều, Minh Tuyết",False,False,True,True,,,data/covers/RMVM_S_80c7ecb8f6.jpg
RMVM_S_e992e683ca,POP_BALLAD,Cẩm Ly,False,False,True,False,,,data/covers/RMVM_S_e992e683ca.jpg
RMVM_S_9bab041e41,BOLERO_TRUTINH,Sao Band,False,False,True,False,,,data/covers/RMVM_S_9bab041e41.jpg
RMVM_S_2cb1ada726,POP_BALLAD,Lâm Quốc Hưng,False,False,True,False,,,data/covers/RMVM_S_2cb1ada726.jpg
RMVM_S_a2e4c399d8,POP_BALLAD,Thanh Thảo,False,False,True,False,,,data/covers/RMVM_S_a2e4c399d8.jpg
RMVM_S_34b285f3e3,POP_BALLAD,Liêu Hà Trinh,False,False,True,False,,,data/covers/RMVM_S_34b285f3e3.jpg
RMVM_S_de4f47193b,POP_BALLAD,"16 Typh, MastaL",False,False,True,False,,,data/covers/RMVM_S_de4f47193b.jpg
RMVM_S_6f5fe7affa,INSTRUMENTAL,Duy Linh Đọc Truyện Audio,False,False,True,False,,,data/covers/RMVM_S_6f5fe7affa.jpg
RMVM_S_27a306a3e7,BOLERO_TRUTINH,Lương Gia Huy,False,False,True,False,,,data/covers/RMVM_S_27a306a3e7.jpg
RMVM_S_fe3af70ee9,BOLERO_TRUTINH,Đỗ Tuyết Nhi,False,False,True,False,,,data/covers/RMVM_S_fe3af70ee9.jpg
RMVM_S_e035b2703e,REVOLUTIONARY,Thanh Ngân,False,False,True,False,,,data/covers/RMVM_S_e035b2703e.jpg
RMVM_S_6a6f250652,BOLERO_TRUTINH,"Cẩm Loan, Kha Thi, Lâm Quang Long",False,False,True,False,,,data/covers/RMVM_S_6a6f250652.jpg
RMVM_S_f3389a72d8,POP_BALLAD,"Vương Nguyễn, Nhã Pc",False,False,True,False,,,data/covers/RMVM_S_f3389a72d8.jpg
RMVM_S_92f442c6ed,BOLERO_TRUTINH,Thiều Thu Sa,False,False,True,False,,,data/covers/RMVM_S_92f442c6ed.jpg
RMVM_S_8b70b0b1f8,INSTRUMENTAL,Phương Thanh,False,False,False,False,,,
RMVM_S_cdc7faabd5,BOLERO_TRUTINH,"Mỹ Lan, Phương Loan, Ngọc Thúy",False,False,False,False,,,
RMVM_S_0f6937f5c4,POP_BALLAD,Ngô Kiến Huy,False,False,True,False,,,data/covers/RMVM_S_0f6937f5c4.jpg
RMVM_S_dd7ecc7957,BOLERO_TRUTINH,Trịnh Kim Liên,False,False,True,False,,,data/covers/RMVM_S_dd7ecc7957.jpg
RMVM_S_ed9cf3fa54,POP_BALLAD,"Trang Mio, Trần Huyền Diệp",False,False,True,False,,,data/covers/RMVM_S_ed9cf3fa54.jpg
RMVM_S_15b916fd2d,POP_BALLAD,"Đưc Tuấn iTV, Đức Tuấn iTV",False,False,True,False,,,data/covers/RMVM_S_15b916fd2d.jpg
RMVM_S_911d8ab381,INSTRUMENTAL,Bé Bào Ngư,False,False,True,False,,,data/covers/RMVM_S_911d8ab381.jpg
RMVM_S_ba085eb3df,POP_BALLAD,GMEZ,False,False,True,False,,,data/covers/RMVM_S_ba085eb3df.jpg
