song_id,title,artist,genre,is_trainable,local_path,status,char_count,word_count,sha256,is_content_duplicate,duplicate_of
RMVM_MB_096f10b94e,Thủy Triều,Quang Hưng,REVOLUTIONARY,True,,no_lyrics_file,0,0,,False,
RMVM_MB_0a14a18db9,Giây phút uyên ương,Thủy Triều Đỏ,ROCK,True,,no_lyrics_file,0,0,,False,
RMVM_MB_0a7347b3c4,Thích Em Hơi Nhiều,Wren Evans,RB_SOUL,True,,no_lyrics_file,0,0,,False,
RMVM_MB_0aba14383c,Bên đời hiu quạnh (với AC&M),Quang Dũng,NHAC_TRINH,True,,no_lyrics_file,0,0,,False,
RMVM_MB_0b06b4610b,Nửa đêm ngoài phố,Bảo Yến,NHAC_TRINH,True,,no_lyrics_file,0,0,,False,
RMVM_MB_0b2bc28e65,Tình ca,Quang Thọ,REVOLUTIONARY,True,,no_lyrics_file,0,0,,False,
RMVM_MB_0bbb807e96,Yêu Xa,Vũ Cát Tường,RB_SOUL,True,,no_lyrics_file,0,0,,False,
RMVM_MB_0bc13b72f5,Tình lỡ,Bảo Yến,NHAC_TRINH,True,,no_lyrics_file,0,0,,False,
RMVM_MB_0bf8ff66db,Sao muốn giết người yêu,Phi Nhung,FOLK_TRADITIONAL,True,,no_lyrics_file,0,0,,False,
RMVM_MB_0c2feab454,Chợt Nghe Bước Em Về,Rhymastic,RAP_HIPHOP,True,,no_lyrics_file,0,0,,False,
RMVM_MB_0c407efdad,Nobody,Vũ Cát Tường,RB_SOUL,True,,no_lyrics_file,0,0,,False,
RMVM_MB_0cf5147f71,Giấc Mơ Mỹ,Rhymastic,RAP_HIPHOP,True,,no_lyrics_file,0,0,,False,
RMVM_MB_0d21d3b03e,Outro,Binz,RAP_HIPHOP,True,,no_lyrics_file,0,0,,False,
RMVM_MB_0d2b2e7503,Hãy yêu thật lòng,Lê Hiếu,NHAC_TRINH,True,,no_lyrics_file,0,0,,False,
RMVM_MB_0d2ebee4c3,Mùa thu mây ngàn,Khánh Ly,NHAC_TRINH,True,,no_lyrics_file,0,0,,False,
RMVM_MB_0d4ec0cc6e,Head And Shoulders,Xuân Mai,CHILDREN,True,,no_lyrics_file,0,0,,False,
RMVM_MB_0da525da22,Rừng xanh vang tiếng ta lư,Lan Anh,REVOLUTIONARY,True,,no_lyrics_file,0,0,,False,
RMVM_MB_0db8b75bbd,Cầu Vĩnh Tuy,Wren Evans,RB_SOUL,True,,no_lyrics_file,0,0,,False,
RMVM_MB_0dd9417089,Chiếc gậy Trường Sơn,Đăng Dương,REVOLUTIONARY,True,,no_lyrics_file,0,0,,False,
RMVM_MB_0ddad413ee,Gởi người em gái,Ánh Tuyết,NHAC_TRINH,True,,no_lyrics_file,0,0,,False,
RMVM_MB_0e27fdd98b,Kiềng 3 Chân,Karik,RAP_HIPHOP,True,,no_lyrics_file,0,0,,False,
RMVM_MB_0e3c5be2e3,Danh Thoi Gia Tu,Trần Thái Hòa,NHAC_TRINH,True,,no_lyrics_file,0,0,,False,
RMVM_MB_0e40bc1fa2,Đời,Suboi,RAP_HIPHOP,True,,no_lyrics_file,0,0,,False,
RMVM_MB_0e640857e4,Trăng khuyết,Tân Nhàn,REVOLUTIONARY,True,,no_lyrics_file,0,0,,False,
RMVM_MB_0ef66cab28,Ước mơ,Microwave,ROCK,True,,no_lyrics_file,0,0,,False,
RMVM_MB_0f40e3460b,Lạc bước,Ánh Tuyết,NHAC_TRINH,True,,no_lyrics_file,0,0,,False,
RMVM_MB_0f7a9899ac,Ngẩn ngơ tìm em,Quang Linh,FOLK_TRADITIONAL,True,,no_lyrics_file,0,0,,False,
RMVM_MB_0fa8e4e059,Điều không thể mất,Tân Nhàn,REVOLUTIONARY,True,,no_lyrics_file,0,0,,False,
RMVM_MB_0feeeb73c6,Trả Lại Em Hạnh Phúc (instrumental),Minh Vương,FOLK_TRADITIONAL,True,,no_lyrics_file,0,0,,False,
RMVM_MB_1038d97c90,Khúc hát sông quê,Anh Thơ,REVOLUTIONARY,True,,no_lyrics_file,0,0,,False,
RMVM_MB_10a064ce18,Những lời này cho anh,Bảo Yến,NHAC_TRINH,True,,no_lyrics_file,0,0,,False,
RMVM_MB_10abd415d9,Mat Hue xua,Thu Hiền,REVOLUTIONARY,True,,no_lyrics_file,0,0,,False,
RMVM_MB_10cd2b734f,Tiếng mưa đêm,Trần Thái Hòa,NHAC_TRINH,True,,no_lyrics_file,0,0,,False,
RMVM_MB_10f035ddac,"Nocturne no. 2 in E-flat major, op. 9 no. 2",Đặng Thái Sơn,INSTRUMENTAL,True,,no_lyrics_file,0,0,,False,
RMVM_MB_1119e25ca0,KHIÊU VŨ DƯỚI TRĂNG,Erik,RB_SOUL,True,,no_lyrics_file,0,0,,False,
RMVM_MB_1120ae8e13,phải viết bao nhiêu bản tình ca,Min,RB_SOUL,True,,no_lyrics_file,0,0,,False,
RMVM_MB_112d5e99bb,Thuong ve mien Trung,Thu Hiền,REVOLUTIONARY,True,,no_lyrics_file,0,0,,False,
RMVM_MB_11dd0fc413,Bão đêm,Microwave,ROCK,True,,no_lyrics_file,0,0,,False,
RMVM_MB_1220d4aee1,Nhớ người ra đi,Hương Lan,FOLK_TRADITIONAL,True,,no_lyrics_file,0,0,,False,
RMVM_MB_126c29289b,Tìm lại,Microwave,ROCK,True,,no_lyrics_file,0,0,,False,
RMVM_MB_128e903441,Em xinh,Onionn,DANCE_EDM,True,,no_lyrics_file,0,0,,False,
RMVM_MB_13042ffd9c,Mái tranh chiều,Trần Thái Hòa,NHAC_TRINH,True,,no_lyrics_file,0,0,,False,
RMVM_MB_13103597c1,Run Rabbit Run,Xuân Mai,CHILDREN,True,,no_lyrics_file,0,0,,False,
RMVM_MB_13230dd549,Hai kỷ niệm một chuyến đi,Lan Anh,REVOLUTIONARY,True,,no_lyrics_file,0,0,,False,
RMVM_MB_139b0931ad,Mùa xuân,Cẩm Vân,NHAC_TRINH,True,,no_lyrics_file,0,0,,False,
RMVM_MB_1461b30905,Thời gian (instrumental),Thủy Triều Đỏ,ROCK,True,,no_lyrics_file,0,0,,False,
RMVM_MB_14b66bc3ce,Tôi muốn,Lê Hiếu,NHAC_TRINH,True,,no_lyrics_file,0,0,,False,
RMVM_MB_14c6d9c81c,Góc Ban Công (Unplugged),Vũ Cát Tường,RB_SOUL,True,,no_lyrics_file,0,0,,False,
RMVM_MB_14e68a3363,Giấu Vào Đôi Mắt (instrumental),Minh Vương,FOLK_TRADITIONAL,True,,no_lyrics_file,0,0,,False,
RMVM_MB_14f9cee6c2,The True Story,Hoaprox,DANCE_EDM,True,,no_lyrics_file,0,0,,False,
RMVM_MB_156b1ded32,Thành phố mưa bay,Quang Linh,FOLK_TRADITIONAL,True,,no_lyrics_file,0,0,,False,
RMVM_MB_15be6b35c6,Về Miền Trung,Lệ Thu,NHAC_TRINH,True,,no_lyrics_file,0,0,,False,
RMVM_MB_16045ad650,Rang trâm bâu,Thu Hiền,REVOLUTIONARY,True,,no_lyrics_file,0,0,,False,
RMVM_MB_16b8db6cfd,Hạt cát,Microwave,ROCK,True,,no_lyrics_file,0,0,,False,
RMVM_MB_170789e3a7,Lệ đá,Lệ Thu,NHAC_TRINH,True,,no_lyrics_file,0,0,,False,
RMVM_MB_172872e945,Ấm tình quê Bác,Anh Thơ,REVOLUTIONARY,True,,no_lyrics_file,0,0,,False,
RMVM_MB_176dbee871,Bí mật của người ra đi,Hạc San,ROCK,True,,no_lyrics_file,0,0,,False,
RMVM_MB_17ca181ff1,Đông,Vũ Cát Tường,RB_SOUL,True,,no_lyrics_file,0,0,,False,
RMVM_MB_17cec40442,Xác Lá Vàng Rơi,Minh Vương,FOLK_TRADITIONAL,True,,no_lyrics_file,0,0,,False,
RMVM_MB_17f7529a36,Tình thắm duyên quê,Bảo Yến,NHAC_TRINH,True,,no_lyrics_file,0,0,,False,
RMVM_MB_1808dbb3ef,Photos,Unlimited,ROCK,True,,no_lyrics_file,0,0,,False,
RMVM_MB_181c9bb68a,I Heart You,Min,RB_SOUL,True,,no_lyrics_file,0,0,,False,
RMVM_MB_184d346ef3,Chiếc Lá Thu Phai,Trịnh Công Sơn,NHAC_TRINH,True,,no_lyrics_file,0,0,,False,
RMVM_MB_18b3ff9355,Trương chi,Ánh Tuyết,NHAC_TRINH,True,,no_lyrics_file,0,0,,False,
RMVM_MB_18fcb414c2,Rebel Woman,Erik,RB_SOUL,True,,no_lyrics_file,0,0,,False,
RMVM_MB_192ddc1b48,Go Home,Cát,ROCK,True,,no_lyrics_file,0,0,,False,
RMVM_MB_1933ad2c22,Vũng lầy của chúng ta,Trần Thái Hòa,NHAC_TRINH,True,,no_lyrics_file,0,0,,False,
RMVM_MB_196aaa18c4,Nghệ Tĩnh mình đây,Anh Thơ,REVOLUTIONARY,True,,no_lyrics_file,0,0,,False,
RMVM_MB_19d4ac3511,Mẹ,Minh Vương,FOLK_TRADITIONAL,True,,no_lyrics_file,0,0,,False,
RMVM_MB_1a508a38dd,Lý cây da (Chant sous le banian) [Comptine du Vietnam],Thanh Ngân,FOLK_TRADITIONAL,True,,no_lyrics_file,0,0,,False,
RMVM_MB_1ab8ca796d,Có khi nào,Vân Khánh,FOLK_TRADITIONAL,True,,no_lyrics_file,0,0,,False,
RMVM_MB_1ae47c4839,Bài không tên số 8,Trần Thái Hòa,NHAC_TRINH,True,,no_lyrics_file,0,0,,False,
RMVM_MB_1b42eb6748,thật tình,Kimmese,RB_SOUL,True,,no_lyrics_file,0,0,,False,
RMVM_MB_1baeec11a5,Track 11,Grey D,RB_SOUL,True,,no_lyrics_file,0,0,,False,
RMVM_MB_1bc6d245be,Cát bụi,Khánh Ly,NHAC_TRINH,True,,no_lyrics_file,0,0,,False,
RMVM_MB_1bccdf2d53,Sẽ Quên Em Nhanh Thôi,Rhymastic,RAP_HIPHOP,True,,no_lyrics_file,0,0,,False,
RMVM_MB_1c430e2e31,Võ câu muôn dặm,Kiều Hưng,REVOLUTIONARY,True,,no_lyrics_file,0,0,,False,
RMVM_MB_1cab8edf14,Người về tương tư,Ánh Tuyết,NHAC_TRINH,True,,no_lyrics_file,0,0,,False,
RMVM_MB_1d2c3eebce,Cửa sổ mùa đông,Bằng Kiều,NHAC_TRINH,True,,no_lyrics_file,0,0,,False,
RMVM_MB_1d932be2a3,Còn tuổi nào cho em,Trịnh Vĩnh Trinh,NHAC_TRINH,True,,no_lyrics_file,0,0,,False,
RMVM_MB_1dc7ccdafe,Chuyến xe lam chiều,Phi Nhung,FOLK_TRADITIONAL,True,,no_lyrics_file,0,0,,False,
RMVM_MB_1e1d728a87,"Hành Tinh Song Song, Pt. 2",Vũ.,RB_SOUL,True,,no_lyrics_file,0,0,,False,
RMVM_MB_1e5eec8ae1,Cơn mưa hoang dã (reload),Bức Tường,ROCK,True,,no_lyrics_file,0,0,,False,
RMVM_MB_1e68835848,La Parfum,Nguyễn Lê,INSTRUMENTAL,True,,no_lyrics_file,0,0,,False,
RMVM_MB_1eb205b54f,Hate Me,Cát,ROCK,True,,no_lyrics_file,0,0,,False,
RMVM_MB_1ed4fcce55,Nghe như tình yêu,Kewtiie,DANCE_EDM,True,,no_lyrics_file,0,0,,False,
RMVM_MB_1edd181741,Rừng xưa đã khép,Khánh Ly,NHAC_TRINH,True,,no_lyrics_file,0,0,,False,
RMVM_MB_1eeec14613,Cảm ơn anh,Ngọc Huyền,FOLK_TRADITIONAL,True,,no_lyrics_file,0,0,,False,
RMVM_MB_1f038d4a45,Bác Hồ một tình yêu bao la,Thanh Hoa,REVOLUTIONARY,True,,no_lyrics_file,0,0,,False,
RMVM_MB_1f0c30571f,Người hát rong,Thủy Triều Đỏ,ROCK,True,,no_lyrics_file,0,0,,False,
RMVM_MB_1f1eec3269,Vì Mẹ Anh Bắt Chia Tay,Karik,RAP_HIPHOP,True,,no_lyrics_file,0,0,,False,
RMVM_MB_1f3ee82afe,"Chopin: Barcarolle in F-sharp Major, Op. 60",Đặng Thái Sơn,INSTRUMENTAL,True,,no_lyrics_file,0,0,,False,
RMVM_MB_1ffd453bda,Khi yêu xin chớ biệt ly,Cẩm Vân,NHAC_TRINH,True,,no_lyrics_file,0,0,,False,
RMVM_MB_20c4bd22ce,Keys and Locks Don’t Work,Cát,ROCK,True,,no_lyrics_file,0,0,,False,
RMVM_MB_20c543b5b3,Thôi anh hãy đi theo người,Phi Nhung,FOLK_TRADITIONAL,True,,no_lyrics_file,0,0,,False,
RMVM_MB_20cb6f6206,Les lois de l'étiquette,Orange,RB_SOUL,True,,no_lyrics_file,0,0,,False,
RMVM_MB_20e7396ca7,Intro,Binz,RAP_HIPHOP,True,,no_lyrics_file,0,0,,False,
RMVM_MB_215ab85464,Tình ca,Trung Kiên,REVOLUTIONARY,True,,no_lyrics_file,0,0,,False,
RMVM_MB_21646e7cc4,Tiếng Chim Đa Đa,Quang Linh,FOLK_TRADITIONAL,True,,no_lyrics_file,0,0,,False,
RMVM_MB_217ca69a58,Làng quan họ quê tôi,Trọng Tấn,REVOLUTIONARY,True,,no_lyrics_file,0,0,,False,
RMVM_MB_21982214ec,Em Chào Tết,Bích Phượng,REVOLUTIONARY,True,,no_lyrics_file,0,0,,False,
RMVM_MB_21ff60fd1f,Việt Nam Tử Tế,Karik,RAP_HIPHOP,True,,no_lyrics_file,0,0,,False,
RMVM_MB_222c762868,Tình Kỹ Nữ,Ý Lan,NHAC_TRINH,True,,no_lyrics_file,0,0,,False,
RMVM_MB_225be5ab22,Thu Hoài,Rhymastic,RAP_HIPHOP,True,,no_lyrics_file,0,0,,False,
RMVM_MB_228e458d44,Khúc hát chia xa,Việt Hoàn,REVOLUTIONARY,True,,no_lyrics_file,0,0,,False,
RMVM_MB_22a0f9fd5b,Để tóc nàng ngủ yên,Phi Nhung,FOLK_TRADITIONAL,True,,no_lyrics_file,0,0,,False,
RMVM_MB_22f1a94553,Còn mãi mùa đông,Ngọc Huyền,FOLK_TRADITIONAL,True,,no_lyrics_file,0,0,,False,
RMVM_MB_233b831584,Cây trúc xinh,Xuân Mai,CHILDREN,True,,no_lyrics_file,0,0,,False,
RMVM_MB_238db075e6,Quên Em Để Hạnh Phúc,Minh Vương,FOLK_TRADITIONAL,True,,no_lyrics_file,0,0,,False,
RMVM_MB_23f5618fe4,Bèo dạt mây trôi,Anh Thơ,REVOLUTIONARY,True,,no_lyrics_file,0,0,,False,
RMVM_MB_24304714cc,Hẹn Yêu,Vũ Cát Tường,RB_SOUL,True,,no_lyrics_file,0,0,,False,
RMVM_MB_243aaa6e2e,Dù chỉ một lần thôi,Bảo Yến,NHAC_TRINH,True,,no_lyrics_file,0,0,,False,
RMVM_MB_2556a0c9f2,Bật Nó Lên,SOOBIN,RB_SOUL,True,,no_lyrics_file,0,0,,False,
RMVM_MB_255f8974fb,What Can You Do to Me,Binz,RAP_HIPHOP,True,,no_lyrics_file,0,0,,False,
RMVM_MB_26281dbc8f,Tôi là người thợ lò,Đăng Dương,REVOLUTIONARY,True,,no_lyrics_file,0,0,,False,
RMVM_MB_26426e769a,yêu em như…,Grey D,RB_SOUL,True,,no_lyrics_file,0,0,,False,
RMVM_MB_266edc5e61,Nỗi Đau Xót Xa,Minh Vương,FOLK_TRADITIONAL,True,,no_lyrics_file,0,0,,False,
RMVM_MB_2673e6f6ae,Chờ Tới Khi Anh Về,HIEUTHUHAI,RAP_HIPHOP,True,,no_lyrics_file,0,0,,False,
RMVM_MB_267b893e99,Xin Phép Được Cô Đơn,Vũ.,RB_SOUL,True,,no_lyrics_file,0,0,,False,
RMVM_MB_26bc45759a,Lệ nồng môi khô,Ánh Tuyết,NHAC_TRINH,True,,no_lyrics_file,0,0,,False,
RMVM_MB_26f4cc9235,Hoa học trò,Quang Linh,FOLK_TRADITIONAL,True,,no_lyrics_file,0,0,,False,
RMVM_MB_277b8462e8,Huế,Hương Lan,FOLK_TRADITIONAL,True,,no_lyrics_file,0,0,,False,
RMVM_MB_2795d0813a,Câu đợi câu chờ,Thu Hiền,REVOLUTIONARY,True,,no_lyrics_file,0,0,,False,
RMVM_MB_27d4feecc2,Party,Triple D,DANCE_EDM,True,,no_lyrics_file,0,0,,False,
RMVM_MB_2858c752fe,Cuối Ngày,The Flob,ROCK,True,,no_lyrics_file,0,0,,False,
RMVM_MB_287f681517,Diễm Xưa,Khánh Ly,NHAC_TRINH,True,,no_lyrics_file,0,0,,False,
RMVM_MB_28d9c5d4b5,Peace N’ Love,Low G,RAP_HIPHOP,True,,no_lyrics_file,0,0,,False,
RMVM_MB_2901d8167e,Vacheron Louie V,HIEUTHUHAI,RAP_HIPHOP,True,,no_lyrics_file,0,0,,False,
RMVM_MB_290891726f,Nến Và Hoa,Rhymastic,RAP_HIPHOP,True,,no_lyrics_file,0,0,,False,
RMVM_MB_290cb74219,Một cõi đi về,Trịnh Vĩnh Trinh,NHAC_TRINH,True,,no_lyrics_file,0,0,,False,
RMVM_MB_29470c89bb,Paranoid,Binz,RAP_HIPHOP,True,,no_lyrics_file,0,0,,False,
RMVM_MB_2960db5d5f,Tưởng rằng đã quên,Quang Dũng,NHAC_TRINH,True,,no_lyrics_file,0,0,,False,
RMVM_MB_299de80fff,Vui Như Tết,Ricky Star,RAP_HIPHOP,True,,no_lyrics_file,0,0,,False,
RMVM_MB_29ace87c2e,Mơ về em,Bằng Kiều,NHAC_TRINH,True,,no_lyrics_file,0,0,,False,
RMVM_MB_2a5e7fa464,Mong về Hà Nội,Trọng Tấn,REVOLUTIONARY,True,,no_lyrics_file,0,0,,False,
RMVM_MB_2ad8c24921,chiếc hộp,Bích Phượng,REVOLUTIONARY,True,,no_lyrics_file,0,0,,False,
RMVM_MB_2b48fb3cc6,Tàu anh qua núi,Anh Thơ,REVOLUTIONARY,True,,no_lyrics_file,0,0,,False,
RMVM_MB_2b67783de5,Cánh thiệp đầu xuân,Hương Lan,FOLK_TRADITIONAL,True,,no_lyrics_file,0,0,,False,
RMVM_MB_2bb09ce051,Nghệ sĩ với cây đàn,Trọng Tấn,REVOLUTIONARY,True,,no_lyrics_file,0,0,,False,
RMVM_MB_2bbec86533,Suối Mường Hum còn chảy mãi,Anh Thơ,REVOLUTIONARY,True,,no_lyrics_file,0,0,,False,
RMVM_MB_2bf2ba934b,King,Binz,RAP_HIPHOP,True,,no_lyrics_file,0,0,,False,
RMVM_MB_2c2c9b8447,từ chối nhẹ nhàng thôi,Phúc Du,RAP_HIPHOP,True,,no_lyrics_file,0,0,,False,
RMVM_MB_2cb80083c8,Sunshine,Unlimited,ROCK,True,,no_lyrics_file,0,0,,False,
RMVM_MB_2cd97f24c2,Hoa cau vúờn tràu,Thu Hiền,REVOLUTIONARY,True,,no_lyrics_file,0,0,,False,
RMVM_MB_2cebe81160,1911 Black Terror Metal,Parasite,ROCK,True,,no_lyrics_file,0,0,,False,
RMVM_MB_2db77272f0,Em Bé,Karik,RAP_HIPHOP,True,,no_lyrics_file,0,0,,False,
RMVM_MB_2dcc73962d,Con kênh ta đào,Đăng Dương,REVOLUTIONARY,True,,no_lyrics_file,0,0,,False,
RMVM_MB_2e29d2b271,Đàn T'rưng,Đăng Dương,REVOLUTIONARY,True,,no_lyrics_file,0,0,,False,
RMVM_MB_2e2e3f17f1,Chàm Islands,Hoàng Tuấn,INSTRUMENTAL,True,,no_lyrics_file,0,0,,False,
RMVM_MB_2e41e7e67a,Nhịp sống,Thủy Triều Đỏ,ROCK,True,,no_lyrics_file,0,0,,False,
RMVM_MB_2ebeae1701,Fall in Love,Kimmese,RB_SOUL,True,,no_lyrics_file,0,0,,False,
RMVM_MB_2ed471c3b5,Bạn bè,Thủy Triều Đỏ,ROCK,True,,no_lyrics_file,0,0,,False,
RMVM_MB_2f2a09ffe7,Ghé Thăm,Kimmese,RB_SOUL,True,,no_lyrics_file,0,0,,False,
RMVM_MB_2fb50f5c7c,Le gateau de riz (Conte),Thanh Ngân,FOLK_TRADITIONAL,True,,no_lyrics_file,0,0,,False,
RMVM_MB_2fbbae8b53,I Just Wanna Know,Wren Evans,RB_SOUL,True,,no_lyrics_file,0,0,,False,
RMVM_MB_2fbff0b081,Như Cánh Vạc Bay,Khánh Ly,NHAC_TRINH,True,,no_lyrics_file,0,0,,False,
RMVM_MB_2fc870c88c,Overture,Binz,RAP_HIPHOP,True,,no_lyrics_file,0,0,,False,
RMVM_MB_30150b5046,Sabaku,Khánh Ly,NHAC_TRINH,True,,no_lyrics_file,0,0,,False,
RMVM_MB_301d93adcb,Tổ quốc tôi chưa đẹp thế bao giờ,Quang Thọ,REVOLUTIONARY,True,,no_lyrics_file,0,0,,False,
RMVM_MB_3073bd6084,Tình sử Huyền Trân,Vân Khánh,FOLK_TRADITIONAL,True,,no_lyrics_file,0,0,,False,
RMVM_MB_3184c3547d,Hoa thương nhớ ai,Hương Lan,FOLK_TRADITIONAL,True,,no_lyrics_file,0,0,,False,
RMVM_MB_31b80e71b8,Lời chim,Ánh Tuyết,NHAC_TRINH,True,,no_lyrics_file,0,0,,False,
RMVM_MB_31d14059a5,Gặp nhau trên đỉnh Trường Sơn,Đăng Dương,REVOLUTIONARY,True,,no_lyrics_file,0,0,,False,
RMVM_MB_32827028b9,Drive a Desert Into a Brick Wall,Cát,ROCK,True,,no_lyrics_file,0,0,,False,
RMVM_MB_32927e4f0a,Tình thắm duyên quê,Thúy Hường,FOLK_TRADITIONAL,True,,no_lyrics_file,0,0,,False,
RMVM_MB_32acf01354,Realuminatti,Blacka,RAP_HIPHOP,True,,no_lyrics_file,0,0,,False,
RMVM_MB_330ccd1fa3,Sắp Nổi Tiếng 2,HIEUTHUHAI,RAP_HIPHOP,True,,no_lyrics_file,0,0,,False,
RMVM_MB_335d3204bf,Baby,Marzuz,RB_SOUL,True,,no_lyrics_file,0,0,,False,
RMVM_MB_340b01dbf0,Cùng hành quân giữa mùa xuân,Đăng Dương,REVOLUTIONARY,True,,no_lyrics_file,0,0,,False,
RMVM_MB_3425fd35a2,Cho bước chân em đi,Bức Tường,ROCK,True,,no_lyrics_file,0,0,,False,
RMVM_MB_3435a420c5,Chuyện tình chiếc dây đàn,Thủy Triều Đỏ,ROCK,True,,no_lyrics_file,0,0,,False,
RMVM_MB_34aa507dc2,Bắt Bướm,Xuân Mai,CHILDREN,True,,no_lyrics_file,0,0,,False,
RMVM_MB_34bc6bdd5c,Ở Nhà Đêêê,The Flob,ROCK,True,,no_lyrics_file,0,0,,False,
RMVM_MB_351a668cca,Chiều hải cảng,Quý Dương,REVOLUTIONARY,True,,no_lyrics_file,0,0,,False,
RMVM_MB_35d90b0cd8,Interlude 2 - Lời Nhắn Từ Thính Giả,Low G,RAP_HIPHOP,True,,no_lyrics_file,0,0,,False,
RMVM_MB_3640c38166,Deep Sea,Triple D,DANCE_EDM,True,,no_lyrics_file,0,0,,False,
RMVM_MB_36647a95a4,Chúc Anh Đài,Lệ Thủy,FOLK_TRADITIONAL,True,,no_lyrics_file,0,0,,False,
RMVM_MB_36a465d589,Tháng ba Tây Nguyên,Đăng Dương,REVOLUTIONARY,True,,no_lyrics_file,0,0,,False,
RMVM_MB_36a5a17f07,Cho dù có đi nơi đâu,Anh Thơ,REVOLUTIONARY,True,,no_lyrics_file,0,0,,False,
RMVM_MB_36ce692159,Bóng cây Kơ nia,Lan Anh,REVOLUTIONARY,True,,no_lyrics_file,0,0,,False,
RMVM_MB_375983f795,Lối thoát,Microwave,ROCK,True,,no_lyrics_file,0,0,,False,
RMVM_MB_384ab4ab25,Ngày khác,Bức Tường,ROCK,True,,no_lyrics_file,0,0,,False,
RMVM_MB_38a28c964b,Dig,Cát,ROCK,True,,no_lyrics_file,0,0,,False,
RMVM_MB_38bf5748a2,Còn thấy mặt người,Khánh Ly,NHAC_TRINH,True,,no_lyrics_file,0,0,,False,
RMVM_MB_3905fb57d5,cô ấy của anh ấy,Kai Đinh,RB_SOUL,True,,no_lyrics_file,0,0,,False,
RMVM_MB_39f7e330c4,Tiếng đàn hàm oan,Hạc San,ROCK,True,,no_lyrics_file,0,0,,False,
RMVM_MB_3a25bc6a29,Dạ khúc,Cẩm Vân,NHAC_TRINH,True,,no_lyrics_file,0,0,,False,
RMVM_MB_3b51534a86,Khúc xuân thịnh vượng,Microwave,ROCK,True,,no_lyrics_file,0,0,,False,
RMVM_MB_3b743a3928,Phố vắng em rồi,Quang Linh,FOLK_TRADITIONAL,True,,no_lyrics_file,0,0,,False,
RMVM_MB_3ba2208e1b,Tự tình mùa đông,Bảo Yến,NHAC_TRINH,True,,no_lyrics_file,0,0,,False,
RMVM_MB_3c497ff856,Nước mắt muộn màng,Bảo Yến,NHAC_TRINH,True,,no_lyrics_file,0,0,,False,
RMVM_MB_3c70891466,Bastard,Monstar,RB_SOUL,True,,no_lyrics_file,0,0,,False,
RMVM_MB_3cb0ef5f5e,Ru anh,Quang Dũng,NHAC_TRINH,True,,no_lyrics_file,0,0,,False,
RMVM_MB_3dc4064ccc,Sói,Microwave,ROCK,True,,no_lyrics_file,0,0,,False,
RMVM_MB_3e4808f39b,Chợt Nhìn Nhau,Vũ.,RB_SOUL,True,,no_lyrics_file,0,0,,False,
